x
V1	regulator
V4	genes
V5	regulator
V6	genes
V7	genes
V8	genes
V9	regulator
V11	genes
V13	genes
V14	genes
V18	regulator
V21	genes
V22	genes
V26	genes
V29	genes
V30	genes
V33	genes
V36	genes
V38	genes
V39	genes
V40	genes
V41	genes
V51	genes
V53	genes
V55	genes
V58	genes
V60	genes
V62	regulator
V63	genes
V64	genes
V65	genes
V67	genes
V70	genes
V72	genes
V79	regulator
V80	genes
V83	genes
V84	genes
V89	genes
V90	regulator
V97	regulator
