	Notch1	TCR	IFNg	CD8	ThPOK	SOCS	IL17	STAT4	IL6	Eomes	JAK3	IL18R	IL27	IL4R	IL18	IL12R	IL2	IFNB	TGFBR	Foxp3	IL12	TGFB	Prf1	IL6R	IL10R	STAT1	IL27R	IL2R	Dll1	IL7	GATA3	NFAT	CD4	Tbet	IL7R	IL23R	Runx3	Gzmb	STAT6	STAT3	IL23	JAK1	SMAD2	RORgt	IL4	IFNBR	IL10	IFNgR	STAT5	IRAK
E0_795	2.0288671027482352	0.0137575129575686	0.0094786388670257	0.0137581241886855	2.3574768503127705	0.0048383340953559	1.9440573186582293	0.0003003973153969	2.1758294302448484	0.012228235691574	2.374254931347693	1.7722013321561525	0.021545594938559	0.0452172903062795	1.62297996274302	0.0016728272345295	2.2177593966012474	0.006296245913752	0.0076949569794245	0.0032921952912409	0.0194989161562221	0.0757679862315194	0.0106420110429151	2.268608350368462	0.0044614051243056	0.0130602207401006	0.0043637878732284	2.0815316754595483	2.052794698302992	0.0001513247966925	0.0132581611701952	0.0001726130480358	2.468371093786077	0.001692806714101	0.01372054484228	1.788886615778038	1.5215239186808862	0.0007190325911662	0.0184796987158643	2.032349953850764	2.0281212617447766	0.0143926296398372	0.0879259794262679	1.6325879283224245	0.0327719017638592	0.0092376451200821	0.0716155464790632	0.0342062244991653	1.96292523919773	1.2969135686786104
E1_404	1.8208635841983627	1.58636268356985	0.0525586311562255	0.0024884087569277	2.025376613054374	1.6489678399889374	2.0127166447652045	0.0264737024889728	2.2382978976727075	0.0101152208704575	1.8738072537425523	1.9162554521164152	0.0010507894033403	0.0820499207857467	1.960972285427036	0.0082221294205285	0.0174509062819585	2.0820384377413044	0.0023883458656738	0.0020479495725554	0.0272086617934738	0.0031487155483701	0.0001317889590373	1.96683069887848	0.0039344048795532	1.7672391841651294	0.0078732679997963	0.0176322773794224	1.7517551458428762	1.647259821674875	0.0109389100313196	1.8966198165638488	1.6708622898365704	0.0106403139135095	0.0048558892461274	2.0588240566285627	0.01154932290005	0.0252908351267095	0.0322597953737884	1.4940295475407652	2.376037271579757	0.0153244627756933	0.0084351257205583	2.401336909325684	0.0126836903000869	2.4240708247219933	0.0017969774899219	0.0018965965257033	0.0002144065109405	1.5846552923857993
E2_535	0.0358268514844068	0.0170300269199288	2.3792834359861645	0.0124690321242797	1.9676254049988875	1.621543990971916	0.0513609162206498	0.0613742051340687	0.0448152661084923	0.2310295224637885	0.0086042144611266	2.2994713264111133	0.0238981087602366	0.0007644015301932	2.3641028749120574	0.0070064840187116	1.9583979965637328	0.0056833907664102	0.0038992902832353	0.0084913546408398	0.0092412932916201	0.0097361704203078	0.0016279090494567	0.038283585780079	0.0074115127756129	2.997662581475072	0.0048084186936779	2.218257074201812	0.013674938098472	0.0184950975572798	0.0018429398863642	0.002178842676804	1.32390258973518	1.773899927983715	0.0112775053795391	0.0085646917703674	1.57797842359333	0.0009740475375679	0.0012782893237344	0.0051452154574005	0.0459569187832767	2.2879363156333348	5.1137554956190304e-05	0.0284948626996238	0.0110321712493219	0.0301790776316973	0.0051614632629045	1.898200543759729	1.5562707127406243	2.125206117287414
E3_12	0.9248649593095248	0.9329367714801204	0.9059280095679536	0.2542860500001611	1.513692973745496	1.8632727310629191	1.3345274907690687	1.1720050892818172	1.442558298501331	0.4848450490563772	0.4223062807949584	0.9723726315606864	1.3702031155037089	1.235426003886376	0.883851732341689	0.4672371160452135	0.5170513843759286	0.9048319858083448	0.5655034824259491	0.1763067767935398	0.9124989780274312	0.7670582290006934	0.9430885667460948	0.6312848762441887	1.13092863758304	1.01670235498537	1.4435541537933847	1.0144643076483282	1.463441179354945	1.5331746539996305	0.2960467848222251	1.0941847671914642	1.734662685162187	0.2488449531501484	0.8616648874946509	1.0608856009570358	1.1802187525566996	0.8940400995212298	0.8130878388233445	1.447492346708862	1.2082086335504372	0.8721631328866828	1.237862803406805	0.6397475602942544	0.9761302618605648	1.3113512099856206	0.8296613738454832	1.0523234759750717	0.91541257971158	0.6657681751078295
E4_349	1.939119000299056	1.8258110672593937	1.7192763338232535	0.005458645174314	1.8615470024372789	1.5966972936201058	0.0006305695612792	0.0036752932691328	0.0007162335093714	0.0093726887002553	0.0102182885950237	1.7839287023841623	0.0277126615074498	0.0032141515626739	2.120667309550788	0.0086428394349809	0.03979992503008	0.9386874269677494	0.0212514447150437	0.0112862808242072	0.0028127056382824	0.0017369060504627	0.1575764179124905	0.0094086174538724	0.0111184507734732	2.0118854222379685	0.0089043024935259	0.0309958944049122	2.1546031931105167	1.6086633353586368	0.0031489452665566	1.8616608221880848	2.266627292682461	1.8790738275218384	0.0137081039271424	0.1340870475293712	0.0956856777301003	0.0126808788330699	0.0025417066266526	0.0018620319520368	0.0141618606991008	1.7707264581338371	0.0315788123861494	0.0227932380095562	0.016634763278756	1.2125023232704868	0.0125844817041279	1.6099470814819703	0.0419648731052474	1.5489686079903482
E5_150	1.783619759301566	0.0113424429202741	0.0469137905257063	0.0039453371663551	2.639749192721136	1.720946917057643	2.130733051945824	1.0543193342995076	1.8306568992083088	0.0034724507263238	0.119195008307344	1.9167652939004864	1.6550640931902496	0.0027219055793427	1.5266660031646426	2.1785975830131723	0.3696609921234692	0.002685933618334	0.0026351269340769	0.0379250845269886	1.779630361255022	0.0222208951229952	0.0077970697157568	1.6263845185005794	0.0139250925613994	1.3651718085304585	1.8878407045344443	0.6807840500088046	2.18053392209184	2.5534285349207364	0.0271968593526194	0.0440810462300816	1.980078606596068	0.0537472285762047	2.144236830867722	0.081848521862006	0.0153409145973935	0.0237726393715457	0.0101312026715463	0.7168841807885799	0.0024338776766922	0.0465344343606769	0.2087438217181868	1.639614037246052	0.0366163599185758	0.0464506074918541	0.0328757640230723	0.0709382082112401	0.04040794519067	0.9239635362083222
E6_424	0.0184616299170623	1.5864132263499096	0.0071955294052116	0.0132208627825642	1.7976923029808327	0.0122208505658438	1.7549197782499406	0.0024895526549209	2.078268121559879	0.0363664101413027	1.3774364165118025	0.0223775011988295	0.0060727948854662	0.012334163756019	0.0500390238180912	0.0082790165569417	2.258255590387168	0.0117511582929083	0.0397852993589341	0.0048073978338035	0.0003420262996161	0.0149282878939291	0.0332936773871794	1.540654188051263	0.022782730343343	0.0100370704709136	0.0004225931103608	2.3125803774284464	0.0077923782840413	0.1040952103650364	0.0409891004674517	2.034969434769118	1.6366046851439755	0.0064830515627153	0.0024890790510677	0.0559319166018838	2.541603792991652	0.0303111167298699	0.093471306159274	1.5056039887736823	0.041840779199024	0.0384893296246509	0.0012154385324037	2.497707529645796	0.0041115128653467	0.0342971333840422	0.0262515038551489	0.0305246016412477	1.9793237180652608	0.0175134105590035
E7_252	2.049011625680151	0.0022773122489739	0.0295233294131823	0.0020724425649142	1.9720907724796537	2.030904341008936	1.6501938993344527	0.0064011084167799	1.9882695123075025	0.0504960676565156	2.5355036901629133	0.0154160412304324	0.0030988357186199	0.0014913886319843	0.0041831815097311	0.0162452082999404	0.0277076749276281	1.6558135384277963	0.024299438150554	0.0030615798680787	0.0217076108616452	0.0079391510372007	0.0156633336444236	1.332483933218977	0.0049723110126281	1.5692729878677707	0.043847145444377	0.1364479100102543	1.5423239834268632	1.866109335349066	0.0388365350415464	0.0017562562876559	2.0542447115028546	0.0017462730473945	2.107977361107887	0.002795926776098	0.0790834996779054	0.0094459994240951	0.0226926521956045	1.9563437722185155	0.0611530445560458	0.028864254827983	0.007580647644759	1.7849581270441426	0.0395238407123361	2.644970179830694	0.002894015711178	0.0048047278282871	0.0532962118115194	0.0292190292790737
E8_158	1.867789464322548	0.0111235827513508	0.0040659782626958	0.0118037464396593	2.070814340009011	1.6246118797379834	0.0312178972622182	0.0201388123660113	0.0095194350766865	0.0050818692286478	0.009276260733078	1.808602484626824	1.632183465130104	0.0055950840541857	1.7605817864840103	0.0005953581962917	5.012520854111622e-05	2.0428897287551946	0.0897846238829129	0.0174954857594775	0.0193070202937892	0.0336764309314085	0.0916812833509133	0.0041141304546773	1.7710820371158262	1.8749886187189628	1.837529379207799	0.004743169342686	1.698453111278181	2.38894820504756	1.9569478768808748	0.0140014492695647	1.8266957287067072	0.123107890793599	2.023361287888839	0.0115622008123712	0.0088183933316795	0.0059526878848168	0.0051469044515236	2.1148353410902456	0.0219525337007142	1.010535419178686	0.1179068150381184	0.0527590422128414	0.0429667393970576	2.0762511379151296	1.4484722399040997	0.0475577218444382	0.034441616253241	1.8607200632029208
E9_408	0.0369786245058234	0.0184203686242402	0.059735212066936	4.955525635041673e-05	2.190429909798816	1.8689304939907987	0.0014098335568481	0.0066596005838401	0.0020955932191992	0.0232824679107291	0.0374728080251391	0.003383552051714	2.1157047802313342	0.0077527799437889	0.0123754951933063	0.0190871080654999	2.2916351720317305	2.117588036237418	0.0382912468648105	0.0998861949467569	0.0002324526033585	0.0092562683934493	0.0016934810324498	0.0005316243670684	0.0055398529033653	2.180030000076953	2.282185345810869	2.1485889560524654	0.016326097733988	0.005966662703825	0.0103460975473518	0.0197458295098413	2.491909638451209	2.185145277079302	0.0524367239587487	2.547177275989747	0.0096303579985115	0.0095580555339083	0.0417949643178522	2.471401691969413	1.737094265789845	0.0400350840945181	0.0019057305634044	0.0121258871598707	0.0221805469497788	2.345273396595833	0.1623349242745269	0.0038576691414002	0.0025365185346205	0.002358552483666
