	MCL1	Ceramide	sFas	Apoptosis	BID	S1P	Caspase	FLIP	IFNG	TCR	SMAD	P2	DISC	CREB	Fas	CTLA4	GPCR	IAP
E54_443	0.0529455152702176	0.027726174769431	0.026778558557305	2.146576333720689	0.0438634375630561	0.001241020533368	0.0120714267899766	0.0007692543868611	0.005108936034936	0.0287425473444678	0.0072517839890659	0.0788625739703142	0.0249625414117351	0.0240233098014635	0.0040219893662789	0.008403072581607	0.0015086208037006	0.0057560765292396
E55_198	0.047922718720094	0.0036080822545448	0.0369498651359979	2.1410050896364017	0.0100985144009893	0.1662046244535311	0.0018188187502661	0.0082849956873724	0.0108048261166306	0.0283880787793836	0.0097371082906891	0.0018869238101098	0.0239477358391444	0.0015410068127329	0.0343412003529957	0.0446783876731505	0.0029393818365899	0.0008920276555352
E56_561	0.0073518872917024	0.0310941562723666	0.0015398998243694	1.8017481851401715	0.0106349098614087	0.0123393398467375	0.0169163228914801	0.0099068938483515	0.0040477480436261	0.0010557328521571	0.0021752481159764	0.0262251120402946	0.0022216931047201	0.0107578437427263	0.000558908928728	0.0428565467369538	0.0057277582145823	0.0007662733678028
E57_66	0.2323778035326009	0.1208181605265513	0.0083187495572769	1.2454852559925944	0.4532104268102914	0.4119606207856836	0.2832943107291724	0.399640016197462	0.519341136209335	0.0348219422691861	0.0214418222289383	0.1681787210182345	0.2416339378076647	0.2054175867903793	0.6065181624086173	0.1960658306406039	0.0079773748044808	0.3448203803603421
E58_736	0.0417361403741582	0.0094890013761374	0.0041405491384669	2.20253481393352	0.0506834873490649	0.0679421315361391	0.0153196617131009	0.0131834790442825	0.0131399195012694	0.0208805088473424	0.0069057671256125	0.0067054186212272	0.0042656753218894	0.0312788972697055	0.1133765387362703	0.0125033998728039	0.0095937197237301	0.1770796950131209
E59_36	0.4358615111960532	0.2179949517517372	0.8626514246940831	0.4583146755901267	0.686304071511909	0.7476218961375545	1.1876745695117878	0.4407793931600601	0.980359942633318	0.7651486592785094	0.5637537848331907	1.3370576435556187	0.5183175696333451	1.0349191523439132	0.0920030262734347	0.0529491749111855	1.0664542278303193	0.419360914340156
E60_308	0.0066591420653712	0.0065232034627535	0.0170277638349226	1.922170163418562	0.0004164336885757	0.0118053389895689	0.0046815607016522	0.0811742959429583	0.0539218628891279	0.00021217094387	0.0071935908980543	0.0004372782529109	0.0089169379786797	0.0010472957696823	0.0353633563518615	0.0119428474357634	0.0062880336445192	0.0378523990348254
E61_259	0.0339326502425229	0.014601875740725	0.0084402985471619	1.9349457274672075	0.0684856707234893	0.1244395303399774	0.0062426896941756	0.027915852635024	0.2951883806832172	0.0107033558883782	0.0385882616596938	0.0133780430952908	0.0044663765087408	0.0065614837713197	0.0479299252557155	0.0004716595870462	0.0398582772472877	0.0150718199416206
E62_532	0.0303572517831346	0.1525324348104856	0.0107237785092724	1.7196905300047949	0.0057301075632257	0.0039700563908131	0.0108344272630604	0.0183117042065473	0.0108023879427974	0.058181300749921	0.011183489249857	0.0321036191999958	0.0072865189753383	0.0727012677151631	0.2044071937043481	0.0122926598216125	2.100787272538737e-05	0.0492375806378436
E63_362	0.0570972059165934	0.0002072744751924	0.0183127500513193	2.027733059999278	0.0160360681560201	0.0044282278858905	0.0052197898314461	0.0037338896406155	0.0092396122681063	0.0183106095925603	0.0702112266950573	0.00026788742437	0.0197807984281191	0.0139808382839754	0.025542691930869	0.0084236149665002	0.0083265454213264	0.001896677698578
E64_232	0.0385179654121551	0.000909842718361	0.0157178446600158	2.005731217722434	0.0021759837584238	0.0264045828091422	0.0155920857760759	0.0036211607583307	0.0468948410219449	0.061025911949722	0.0813686062059278	0.0013028050426989	0.0042902062460068	0.0079036273876775	0.0023368631796312	0.0400322878965461	0.0691265849131078	0.0030134316782714
E65_72	0.1106601078314631	0.0070936409098607	0.0499558869452764	1.4806668636729967	0.0964874280001234	0.0188016707043225	0.0012995881195246	0.0160814469035859	0.1470350674248863	0.1053139737295785	0.0279152521565438	0.0009879670610097	0.0349192468018389	0.0002368830338885	0.0362874520441443	0.0054779635708896	0.00597938346071	0.0472800502456728
E66_685	0.005958590799599	0.0392975041747348	0.0092644054705976	1.9616841841546893	0.0042942358706987	0.0213267913496689	0.072709349255996	0.0213547911049349	0.0030492278778641	0.0009922673707487	0.000608264827922	0.0051312025559495	0.0294354258727649	0.0021403951388257	0.0180893996629494	0.0852616653017441	0.0245382617261157	0.0172646826908108
E67_698	2.2374859632182256	0.0101348818543961	1.6674632661191056	0.0536267809549598	0.0231509579155499	1.7874182051062513	3.228894878482122e-05	1.4223620892230753	0.002846785362724	1.7983100706638948	2.622080307590617	2.5688103009105774	5.569330037548154e-05	0.0260434327827107	0.0142694072530828	0.3256239995469457	1.8366973254375965	1.8244836387165992
E68_619	0.0050664257311544	0.0011989438762879	0.0008559872406033	2.274523433092228	0.0464084827027993	0.0602221868499905	0.0176130354361995	0.0016629259339151	0.0678053072039515	0.0066796164643358	0.0076851426887895	0.0011818577240039	0.005371601451073	0.0080359796132467	0.0100551533701395	0.0443780980010899	0.1335935134730632	0.1702989508174022
E69_180	0.0062018788362122	0.0023796077359529	0.1035980699517091	1.8740150997441505	0.0147890353686406	0.0016199641923906	0.0051912923864258	0.0039853153846353	0.1353695578420363	0.0007716684157929	0.002834449841902	0.0304454061219617	0.0167604161869587	0.0004644421725883	0.0017691621344027	0.0615633298384481	0.0289386581108681	0.0036066687289334
E70_10	0.671610213943972	0.7907372940501256	0.4172037027201953	1.4158692157420292	0.9005393042196412	0.9024622375260912	0.4033359574104508	0.7602297566663894	0.4087048748514406	0.6834145276142797	0.7873733009092199	1.1410576336107752	1.091803738118461	0.4095241288075483	0.5940300281551593	0.3968437231756927	0.3146425546428812	1.3914339276065977
E71_593	0.0012950288204828	0.0066383517606198	0.0008280499834146	1.5178343449625569	0.0004685899354748	0.0018805476187313	0.0007042300663751	0.0133574839599718	0.0334922699399722	0.0177373065733827	0.0224055544097969	0.0020327931663411	0.0026675504293538	0.0274782051547958	0.0075867090435569	0.0026942662169304	0.0043237483935535	0.0470142169410441
E72_348	0.0047701132677517	0.0008279434628957	0.0486280796015816	2.1183374190673216	0.0169009901726346	0.024933394064695	0.0021432715992635	0.0011361415322371	0.0170628695782153	0.0204082304982999	0.0303420485463973	0.0023376519300403	0.0494555859897208	0.0707180717642	0.0771932308084458	0.0232029279504731	0.0457794476578749	0.0021645574422323
E73_42	0.1358956712045128	0.1715904787599075	0.505226472139017	2.3837626499631286	0.2394769895059461	0.4883068590393627	0.3540384544592184	0.4530891931064144	0.0276704065784953	0.2345176813396112	0.218966740990749	0.247136526207428	0.1716178798957619	0.1005389844056396	0.0564863110762613	0.244822262541814	0.0178088502580659	0.3103084918783285
E74_5	0.835296842246402	0.8942644255472814	0.7736670574020523	0.8611428152645793	1.117100330555141	0.7913417126544721	0.9607641102850462	0.7843021853026415	0.6954636180510337	0.8664774874271896	0.785427086017607	0.9100339533886936	0.61155287933835	0.4515922234126953	0.679444970399139	0.6260410917602116	0.986799075695916	0.3205534229880123
E75_385	0.045790402940933	0.0002925173868527	0.0031365084427079	1.5823175061769932	0.0178799212398492	0.0044810575947479	0.006164765445883	0.0056267174153879	0.0025980355034595	0.0010726423861186	0.0246052838621338	0.0067711669484721	0.0179661322188404	0.0278907451282441	0.0130935035603583	0.0278668532673186	7.026269932724994e-05	0.015727344364371
E76_285	0.0271490333176269	0.0111044416561515	0.0015466081995936	2.4201212106491825	0.0700047956713325	0.0597013048204093	0.0160538486876521	0.0122468091063357	0.0452635907454414	0.0200805059779685	0.028719072682911	0.0196400086741096	0.0208940253572304	0.0224194481643627	0.0781898337769877	7.331935288698192e-05	0.0376294162697367	0.0684273849687255
E77_388	0.084111681066034	0.0269553698774344	0.0354836460412428	1.990874367878	0.0018887818941893	0.0084803868222044	0.0528605263621032	0.0168731389798343	0.007162762032382	0.0256423875801787	0.1107350712405548	0.0173705336622889	0.0156335880101844	0.004848250207557	0.0010696809719612	0.0010046721852766	0.0016554246850491	0.0124974327876548
E78_783	0.1059584267943308	0.0121212575566582	0.0029728885304489	1.897939051524272	0.0273063379956008	0.0004990997055106	0.0297649924517582	6.648398230762586e-05	0.0031222472865214	0.007310514483137	0.0008981253715425	0.0646334308024524	0.0535489819957593	0.0188010607515536	0.0430718064935487	0.0019859127674174	0.0221271563637202	0.000230994292849
E79_454	0.0172332895919487	0.0090536007635287	0.0585027708676405	1.562871024972196	0.0571434229002308	0.0040751577230544	0.0140899943055147	0.0402941509479978	0.0011419727185953	0.025595847154374	0.0082231946844472	0.0344970708569135	0.0191245570328227	0.0029778562009081	0.0721471941700902	0.1778671929832565	0.0133994351853286	0.0059666834786782
E80_668	0.0380097513223075	0.0003408195468	0.0255350233330788	2.0842467266162186	0.006126094482305	0.0152869121985643	0.0305030553055333	0.0245269219085022	0.0002347151367994	0.0194123428317665	0.0219470265438983	0.0357147986458445	0.0022640402063294	0.0193760953164832	0.0209504042534517	0.0011678315623982	0.0076735052936314	0.0444703312042118
E81_221	2.631775650787512	0.0689324177309202	1.9202606141149887	0.0175493297122122	0.0023020709623651	1.987810980476888	0.000271059856132	2.317714950651613	0.0128878889073801	2.8755682509101144	1.0189875955819023	2.5586181508157537	0.4391281292697281	0.0056503416364667	1.4725920640672547	1.8318200356338603	1.7013051331278817	1.642511864057952
