	Metastasis	CellCycleArrest	ECM	EMT	CDH2	AKT2	ZEB1	SMAD	TWIST1	miR34	TGFbeta	p53	p21	p73	p63	ERK	SNAI2	NICD	miR203	AKT1	Apoptosis	ZEB2	CDH1	DKK1	SNAI1	miR200	DNAdamage	GF	VIM	CTNNB1	Migration	Invasion
E10_614	0.010204093482352	0.3430166711796109	0.006759359656269	2.209569201960538	1.0388020708258	1.2456422044866573	1.870219331177752	0.1281010214126979	0.1041998339572688	0.0123097226680703	0.2172736143563041	0.0051032763187777	0.0277377010659536	0.034625385523911	0.019070339016257	0.839982823025283	1.1635864975897845	0.0568710628000863	0.0002363794737392	0.3342345955760421	0.0250844502756049	1.0010569435473429	0.0704210343804713	0.0905835445549093	0.9838293811276994	0.0053356203684493	0.0036455219615287	1.6582503783108622	1.8557023276637128	0.0335727529297931	0.0287676302969939	0.0516136129302138
E11_412	0.0014477052855122	1.7754633694780526	0.0157247962604914	2.2110335430617183	1.7786092068816488	1.9454809745572224	1.9977583928846985	0.000610557426806	2.211129783658921	0.0218615160532273	0.0332693138752578	0.0221763345615238	0.0166457144007994	0.0114424322847072	0.0121913678892727	2.1496781162552696	2.0618974791974853	0.0091515344085346	0.0075323544938757	0.0559855905862977	0.0858777641945855	1.9025690734819485	0.0031709331322217	0.0098852968915965	2.176301395481032	0.0064528412397699	0.0524660764384998	1.66448438149306	1.9543667966774103	0.0049152868766375	0.0599427292357567	0.008886467813585
E12_128	0.0023289656244271	0.0576741319328664	0.0001529312865307	1.7821677146095296	0.4757856632940905	0.7013482156063768	0.8629177800881234	0.4026663006801224	0.5008790519611724	0.1351476133400917	0.0017178465820241	1.0627706369568872	0.0529823074169666	0.1656230175378639	2.4921579649103784	2.083513502236741	0.3419635072303463	0.0640399122598292	0.0019753758711784	0.0018255238214451	0.0056633306830554	0.5007755388979799	0.0149486387086755	0.0147703409764362	0.2743348536207995	0.0211262082432825	2.3220908783540963	1.5844951116942072	0.0364997480787801	0.046248284325267	0.0784312537605947	2.6270539186223774
E13_396	0.0927537034504694	2.030947170386112	0.0368703629438764	1.8560119220519704	2.223631710999713	2.5091628659366854	1.72128151343252	0.0006565370801079	2.74171884801039	0.0649266823105984	0.0206275913436118	0.0092398373354067	0.0637188888003044	0.0058042330206083	0.0292592351719004	1.9651456878257687	1.803907873867816	0.0914650007066965	0.0092676249790447	0.0240035540350383	0.0008895099153896	1.9710909598879216	0.0022849748793261	0.0008111651297889	2.24617758616609	0.0045933244793521	1.947545210315633	1.5862082656069514	1.8819642594957933	0.0053105933963985	0.0177233882665525	0.02432506878397
E14_606	0.0202266569553039	0.0098950375971335	0.0229824169183061	0.0075871934657905	0.0125114177451119	0.0531303319857304	0.0420896551197731	7.589339619375318e-06	0.0001016794278849	0.0058229291797965	0.0084882478926557	0.0244536196813815	0.0088637741255936	0.0285400805469921	0.0030543375657759	0.0229936233830864	0.0119231386738088	0.0307169020228667	0.0235236879240335	0.0752581972891596	0.0483657396509025	0.0050172353281143	1.7686870428891628	0.0137075361899754	0.1441507521294145	0.0034602260079134	0.0021406347867805	3.124768758919422e-05	0.001916103813721	0.0511250599467435	0.0084753252752703	0.0049182718083267
E15_771	0.0070474215268625	1.9805681892648583	0.0050436880674827	1.7158458897916449	2.145005838494692	1.827605191439752	2.203377282088065	0.0003988719468148	1.991405006784451	0.0308320267708046	0.0101663971026217	0.0411962859115525	0.0128802093618411	0.0087220258321795	0.0018473122004764	1.6577336716553863	2.210145381995014	0.0209244795283252	0.0037285435325037	0.0080626197624871	0.1097236192544418	1.4942772291976123	0.0161551988375474	0.0031460895837812	1.823767423604337	0.0300058771870793	0.0021879965810953	1.4446055381324865	2.165594274766311	0.0630457393618597	0.0009093815362292	0.0010326290353785
E16_215	0.0081471431211748	1.9320119479728728	0.0058228183906534	0.0385976798784918	0.0050278367775395	0.0825179537081764	0.0167216154677042	0.0004721493127708	0.0490968710114264	0.0306120553575594	0.0028589710449792	1.9913215067443992	2.0854398142929225	0.0233093828103115	0.0493439103183529	0.0005001362441275	0.0025637277259743	0.0020540971442839	1.958409769091992	0.0426795643167659	1.6920446586763225	0.0003422974630727	1.8874801051927008	8.932425953385686e-05	0.003217304344442	2.2552461885198545	2.186327494550817	0.0444367896913095	0.0423807084208287	0.0045438529694724	0.0003155560458586	0.0018748095540083
E17_645	0.0886715496207828	1.674229415399329	0.0278449272368431	0.002489740151	0.0084239053359787	0.0043987346456896	0.0002452882889575	0.004585581973336	0.0028748599513147	0.0031867353348212	5.152835328558168e-05	1.5901748942604923	2.261844531346448	0.0078919672474197	0.0029403897854064	0.0569382498359048	0.0043703000014189	0.0217552508599933	1.8305469485971813	0.0305858738451653	1.8071727873791723	0.0093367789280804	2.160662645628741	0.0018333544155778	0.0178637565137289	1.750118720369464	1.6819871190743043	0.000529866192857	0.0157343521801771	0.0032915881522024	0.0049110002263388	0.0047056770369712
E18_769	0.0083601330725472	0.0163941555824434	0.0132744273199785	0.0396027957328912	0.0204487226301891	0.0500800189285803	0.0105691297270662	0.0054218352932758	7.78336691805684e-05	0.0352788652827525	0.0113540139257991	0.0010375080129796	0.0208682523055034	0.0311561266016519	0.0074489364922853	0.0146389509085216	0.0007763184374513	0.0460340443332607	0.0001482178515552	0.0026136937599572	0.0125617004966177	0.034360649626526	1.6102903217579627	0.0296873927577	0.011387998274043	0.013723320081077	0.00230116209603	0.0106475598925234	0.0274697315990653	0.1450057513064487	0.0105669226001212	0.0030927408037102
E19_249	0.0026925376942766	1.998617177568536	1.7882901650048746	0.0198777429451136	0.0055713191857816	0.0277918533118838	0.0058432114274662	0.0167484934217466	0.0653977848158262	0.0012175493631098	2.1318409493984567	2.0545198628966403	2.2577604249175978	0.0048197332923918	0.0143802377366865	0.0004605851040058	0.0213311761158398	0.0578579170006879	1.8077375860949751	0.0102387004064729	2.0651683645872323	0.0235605046616043	1.8091664588676808	0.0057728134941149	0.0041549220810586	2.042062874924542	2.116053847860657	0.0095753180888914	0.0155453365438113	0.0034744677443734	0.000160344041318	0.0489727565274411
E20_631	0.0225033600789256	1.8203311171348688	2.096567258562865	0.0085568432487228	0.0218072210401689	0.0490847108626386	0.0044380943997895	0.0388810617718734	0.010768950401106	0.0011791054410622	1.8541988949699424	2.1678600272874062	2.2253690446699848	0.0017664700606593	0.009399915165611	0.0386868414497692	0.0375156354660508	0.0146109335496267	2.1651395586740767	0.0486290520254417	2.3678947933566765	0.0028917123892142	1.9982341830983328	0.0211027240448135	0.0006136817681155	2.3521873379248364	2.8187054626107484	0.0920947655237456	0.0014708812371578	0.0277699660562574	0.0182745747218889	0.0004381722654032
E21_79	0.0155833159569768	0.0004414705440132	0.0002692673682268	0.0574630693355701	0.0002232475711066	0.0004311253175849	0.6892813120019343	0.0110584596022752	0.8287625279846504	0.0008648553874558	0.0340586257427905	0.7286404891755484	0.3174068136440537	0.0485975861960784	0.002329478746991	0.4079064423604978	0.4498234240108067	0.0020614769650548	0.0861373940321044	0.0103908235381646	0.334881544617483	0.0342891212904755	1.6347744755906668	0.599779385676559	0.0043231016663331	0.3078949047308417	0.0431953428570188	0.0072991472337839	1.1885408545390674	0.4846820784217477	0.0905147811931428	0.7616519215269929
E22_210	0.0137586509175176	0.3952943282401082	2.1811812504517043	0.0061291194049653	0.9997850032005368	0.0157526466525982	0.0363614544091474	1.9448074734791685	0.0592967442194134	0.0009357355825481	1.6619179341912556	0.1514731396369601	0.0186663096359199	0.0166427210538921	0.0049187997242178	1.9233433411649623	0.0084624343553247	0.0422469064403077	0.1259166408910665	0.0099484286314706	0.0047007643214666	0.0239880285869306	0.0318315078794274	0.1221726971244817	0.0275929637843328	0.0545611565875533	0.0211632281111788	1.942906986670108	0.2952960012996478	0.0245616730506897	0.0133611038882337	0.007087428863491
E23_603	0.0295880959883196	2.231976074204101	0.006686725755862	2.7476534289743584	2.5899145933575287	2.105676555377165	1.94922478440301	0.0572817173931763	2.079091224078389	0.0071298295707875	0.0026452754108277	0.0074400012593296	0.0470528047878168	0.0048241257164425	0.0563313207083358	1.744686410638095	1.7227624669137924	0.0013524189699601	0.0056266497627562	0.0031528177483827	0.0186789239361444	1.9997061613431208	0.0052798313523544	0.0162148366373548	1.4404260194537035	0.0059586739235925	0.0082597021980227	1.9003717078772704	2.062445995443257	0.1237372497781618	0.028425187081765	0.0142799653313455
E24_456	0.0026517112547618	2.1077162008742616	0.03131051262805	2.2981362265261605	1.6586317466625664	2.775937925079257	2.11206827149357	0.018933935113021	2.066238366982427	0.0091009044872079	0.0437468528062	0.0336574921660242	0.0101943242207231	0.0021588674018845	0.0040652444048069	2.13784661435321	2.509062505278965	0.0019408906201883	0.0047480632974856	0.0111746460691445	0.0032389583073061	1.935828435991504	0.0002674166321287	0.0009103505527647	2.059462154567987	0.0138978658290093	2.167286721576661	2.203181362020785	1.784945209671895	0.0066776861667621	0.0046539811476723	0.0017693407306087
E25_217	0.0010020560956007	2.436547556167202	0.0325024690104641	0.0042366490214004	0.0268343998215482	0.0123456448487192	0.0014472318146552	0.00155337346496	0.0080467021409838	0.0111649954472251	0.0012950051672694	1.8896548172219056	0.4699775257898775	0.1326902205639437	0.010630272664973	0.2800703668985949	0.0159610484654258	0.0003939736428928	1.7280090455384365	0.0007586949541124	0.2900583813557	0.0134511719016744	1.848706541847385	0.0003127621977974	0.0439351748909614	2.039603275918051	2.3750289054741063	0.0389776680571395	0.0120486554630909	0.0166691254450775	0.0202705177795284	0.0090625343074116
E26_655	0.0008407076628577	2.932993331012086	2.35226755961046	0.000815221104289	0.0071459057082599	0.0148376158235281	0.0017735445258531	0.0462223055352496	0.0348344160225856	0.1280058884266286	1.7265024357827363	1.7137825486622282	1.987217256594135	0.0191966147019727	0.0580907931510024	0.0041069987818783	0.0053936516493699	0.0003005848751938	1.495996791983903	0.0365555218675372	2.179572118815269	0.0021213203743905	1.961830231580686	0.0024707706657981	0.0073740227455488	2.2432106937608607	2.392933516135414	0.0171571767381976	0.0418962488354518	0.0070315679300196	0.0022285065210202	0.0002971999592492
E27_782	0.0024894397621385	1.7034745792114443	0.0001139098690054	0.006020674654906	0.0372325036737399	0.0159363806764068	0.0185132275316728	0.0303123404458897	0.005074502144377	0.0815122206790442	0.0048735322604387	2.0007955174751846	2.2812311067871525	0.0194319447189907	0.0214811059964209	0.0003086621945621	0.0108063989658188	0.0016266564863365	2.191262807655927	0.0017304428406954	2.4031012785433163	0.0069412074564697	1.8480754458069388	0.0073494078496579	0.0214085060359392	2.314984641784929	1.7691497867799104	0.0058521190605723	0.0193782140905563	0.0027661210921487	0.0113915090348995	0.0090344532847069
E28_461	0.0428920924813978	1.041427644996297	0.0900846362294267	0.2631613042801782	0.6079095101937759	0.63736489684545	0.1709607893457377	0.0071799916728828	0.0903424591265764	0.0019046756385048	0.0133185361991823	0.0231734591099128	0.0035922044255948	0.0035727101448635	0.0027938937609158	1.551444695810075	0.6215222292010489	0.0128008055537876	0.0158102195450981	0.005220070991065	0.0078948877185647	0.0126598853011797	0.2282796265278666	0.0004852206302547	0.459201515761825	0.0167580428640622	0.0034302506066337	2.198276396974652	1.5098827614448906	2.116270855222376	0.0001191036452068	0.0124262615955408
E29_95	0.0172551795487925	0.2715343008737924	0.04686675842702	1.7213216839683254	1.627051408939323	1.3657608612458945	0.8744823307936707	1.4099613492873957	0.2591567034172848	0.0317794594603942	0.0439670952070901	0.0839721897389253	0.5979191053325744	0.1232792687553257	0.0903151687160223	1.86045648492498	1.040821210729282	0.0349235696170715	0.0255450616846077	0.0082174802300313	0.0553953958452036	0.4767595255517031	0.1514306939228629	0.0313758364028936	1.5011047515684104	0.0333043717739992	2.354640321212471	2.186284862572029	0.056532580785901	0.0077006808550171	7.24351347463903e-05	0.3045667946491339
E30_182	0.0124060788473486	1.7282891562835916	0.0137167273826429	2.262790375899489	2.0844730348437066	2.574169016891396	2.084048366957921	0.0151935781633765	2.1761039586102395	0.0035661692763393	0.0213305082951317	0.015104174159762	0.0955495955110264	0.0060267302384685	0.0639249168639363	2.588383933488174	1.838725783421686	0.0207405574213056	0.0485957024975829	0.0073070381824797	0.0002832614427957	2.900196276380578	0.0017213666992607	0.0091194927795088	1.603026092657811	0.0081874098564675	1.5503738657370283	1.8554497816318325	1.930958800364117	0.0211035127527965	0.0011209579480418	0.0479028463288302
E31_219	0.1434535034039568	2.2032349234543003	0.0043003223688522	2.533171642019516	1.8098638370600968	2.1267556897339417	1.248860377995629	0.1637160263086835	1.911430860869292	0.0097002578483745	0.0131137331997132	0.0100352125934085	0.0074610281698588	0.0001557515642729	0.0001823254388715	1.3472478155117291	1.821303094730814	0.0112574138463041	0.0345636203316951	0.0023058819549713	0.023678157525235	1.964028532869392	0.0085628613895213	0.0511107397865849	1.9703410404431831	0.0036223876188578	0.0046113313075184	1.8440809915760863	1.8542404434913689	0.0349007054333745	1.677847598410418	0.1855641608883645
E32_475	0.01177301303481	2.0215932152327576	1.8628322716799408	0.0058566102554177	0.0485168994392233	0.0199046287194008	0.0311267487125027	0.0084070309744943	0.0039280123431347	0.0541042834705534	1.9149111434777604	1.5428864403860572	2.7508231158358027	0.0687893077569275	0.0012710336259302	0.0156265878573632	0.0239139036532287	0.0056607318631037	1.976522980269661	0.1079981816899302	2.3607468764672976	0.010149794988089	2.438592196044884	0.0235314913124013	0.0004973088565926	2.150802292955825	1.770494305155039	0.0077925595136144	0.0164437350026373	0.0065420718606549	0.0238993969925445	0.0089959428496508
E33_482	1.1570551814320311	3.0353917261356096	1.8964415838717708	1.8380215181124304	1.9180057620201776	1.8216759708431625	2.035876503761968	2.3347785642792163	2.2314976286189894	0.0130589870847125	2.175517306696311	0.0173474524663759	0.0484794576473136	0.0048658312646566	0.000137709250604	2.1180780475498096	1.630225958696864	1.743608568129019	0.0247656268270705	0.0444956274959332	0.0331063451176507	1.6842683901393372	0.0108105208448093	1.306666370272263	1.6912493012259608	0.0061919898952552	0.0041286624779286	2.267020861227532	1.3701476249334092	0.0416031826184263	1.9840834864114223	1.6087762679461757
E34_598	0.0559365112789565	1.6175712175685928	0.0021694286678445	2.8381706653020755	1.5907219152773888	2.1673702962448584	1.918619062619395	0.0088184356883056	1.7698331307513515	0.0524888874626835	0.0101701870182249	0.0050389996782276	0.0202950643005044	0.0217824822925151	0.0195009134991003	1.9383747530319475	2.2335364744350983	0.0007080090264605	0.0045141457614265	0.0412150026758361	0.0036939516344708	1.639044459916756	0.0096748548721811	0.0262716598145664	1.6874484618613317	0.0172104649228066	0.0394338065643543	1.8740768540559904	2.4016146811725934	0.0732597109607289	0.002131026100155	0.0026502056351595
E35_762	2.052017504732832	2.1366216478299767	1.7831765607389332	1.732833372123976	1.3988964234785604	1.8768713842764533	2.4250869169521634	1.6726349084369492	1.4172337513161035	0.0030237936122305	1.874262603417259	0.0369202922723073	0.0416644465380648	0.0898055766562821	0.0039092927510885	2.038057831993554	1.425552671025937	2.056798501105676	0.0285191026841054	0.0184866473534339	0.0180857034157874	2.565291326818647	0.0428590745790781	2.142879271913636	1.62814351140264	0.0207712809466509	1.8940855054851888	2.272131469057251	1.841107904075728	0.002113357553864	1.5317277829034617	1.525179252276079
E36_544	1.6648534316710442	1.6125376401058311	1.4989937676778575	2.3825710235142177	1.553328179541075	1.9816429119313443	2.3960861398506643	2.3272910144076207	2.0726692540134644	0.0032556780249672	2.130704045468521	0.0250105629585825	0.0141204518133877	0.0099826585571965	0.0493538710610918	1.6954648918215514	1.922757677087544	1.94269944117657	0.0345281555199982	0.0449348835962802	0.0322708072155049	2.8503348918277136	0.0025312767624456	1.5855934432732326	2.385536696494599	0.0129468810571036	0.0451981989278772	1.7279043974440973	1.617114714810113	0.0076997031009957	1.7148819791631948	2.174256343147065
E37_84	0.0071993854392908	1.7358456194610286	0.0967146857585535	0.1864650077892264	0.1463383352850991	0.0099034616031782	0.0530648426095007	1.1628941836587157	0.0134950950589412	0.0577006816864717	0.0248383185000078	0.7980258793477955	0.0813391153415845	0.2735144029028472	0.62553813247763	1.1714210805005791	0.0084549262631654	0.0792751908287239	0.074504651975362	0.0040571029414182	0.0124096630883264	0.0097503646843594	1.1267829522511592	0.0283257310419252	0.0558599775151286	0.219082749126088	0.46380137681028	0.5918213331782269	0.4682543613912827	1.0809007124765857	0.0091704483193185	0.2423106260370235
E38_638	0.0043351569253328	2.075256534160616	0.000665093285236	2.43379268692908	2.4876449108558893	2.1907841605265195	2.2943856173691923	0.0106110418553257	1.828650434109384	0.0176847955372554	0.0068654552686813	0.0254172159690208	0.0101898194962233	0.0072804344504128	0.0004755840489005	2.531154168177615	2.187441045968699	2.068845840720969e-05	0.0393199415431719	0.00666442275315	0.0143849360177191	1.8717904142291928	0.0220800565293056	0.01262646189173	1.3112133549171514	0.0220449328496603	1.9311052605640933	1.846335400136668	1.4798171734900731	0.0036644295553533	0.052995921317529	0.0064046500901198
E39_703	0.0018203213693991	0.0046730842072757	0.0152983098008829	0.0035595566388444	0.007451190534283	0.0053165985068496	0.0204883567093919	0.0183881136370558	0.0002635450739606	0.0183444610112472	0.0698138093679517	0.0059484412299403	0.0014762990268038	0.009223807384845	0.0449726898565263	0.010864508851707	0.047768812471755	0.0084784578740907	0.0008727230024863	0.0031374899997614	0.0117609695658677	0.0027550260135727	2.44691480822288	0.0468736396104069	0.0146275183214635	0.0051827507771715	0.0060016378752875	0.0200176839174305	0.0062978430093593	0.0028788968745945	0.0505633775803715	0.0032795897872486
E40_610	0.0353004194678965	1.997712421680076	2.196087387343723	0.0361606623573307	0.0056787711898671	0.0001259671392048	0.0248293098317725	0.0004136914673205	0.0007590238602194	0.014991424971455	1.8110186905973	2.254036929140295	1.2479025119322191	0.0133886853070234	0.0023097271440039	0.0066624543897916	0.045882470588699	0.0213728121654647	1.704114780051795	0.0066905370411082	1.978930654516485	0.0231343940825669	2.226727788335592	0.0064946921832693	0.0013072728966564	2.019400093529528	1.7892173249112548	0.0109758921628593	0.0004176472063261	0.0146157188611231	0.015980083666142	0.0005752705611559
E41_58	0.0232451177895152	0.388261374116989	1.7378636971931225	0.7570635734031657	1.300168634225408	0.5613283714914367	2.344078830418212	0.7032869015078266	1.0175078014139525	0.0075579748756177	1.0692999104332102	0.0602983066981097	0.0364698321600371	0.0313716603543487	0.4901002581192053	1.2843207778458825	1.0719132162449785	1.4632208234920416	0.0193007746897992	0.2626539709516586	0.0259673571109156	1.1288114674361045	0.0022363857902971	0.708300031272356	0.3953844244700207	0.0280308971980789	0.7427291205227459	0.9291586978784512	0.415284283212998	0.4122221770454841	0.0143026112201615	0.678994973206138
E42_374	0.0066417412436436	0.0038345678227834	1.6562201508125671	0.2592399418152781	0.0025575069415623	0.0034546785228358	0.4732948159819464	1.650657112886786	0.864997606090528	0.0051605416307858	2.507069690150712	0.3396934651678703	0.0014305225715881	0.0056963317087531	0.0563758007004816	2.220237962070349	0.3400288779474217	1.1694696622510894	0.5043445352491158	0.032885000390283	0.0219177798712368	0.3263450904475498	0.6024442226483986	0.5032159443048589	0.3753689514510092	0.1888266175146288	0.0123295115693515	0.0278432615959278	0.0021940827636398	1.151577815353255	0.0467644614597618	0.0912973898543447
E43_163	0.0341865982763445	0.0022484115223899	0.0008594972760748	0.0121997019918263	0.1357591505389365	0.0042203456271275	1.7301081119328483	0.0108138409720839	1.2565246378465005	0.0406329201391524	0.0011432467613924	0.779316142025414	0.0448792652324401	0.0303895372586853	0.1360796622698629	2.155191167740144	0.5023844851409498	0.0001351276120423	0.0090295926026389	0.3783565191388818	0.0204002456323624	0.0707888970578616	0.0218907595839284	1.870130546853688	0.0055655972939256	0.0030008804659268	0.7400611543826163	1.7462930101450551	1.1698078877311666	0.1334907875473401	0.037235514614985	1.673564045990804
E44_142	0.0890189216416428	2.0692839895712853	1.5502610506619816	2.345569649921716	1.497644286398483	1.849381082916584	2.1587870199749832	1.5917411488225592	2.372588780173729	9.933025614348176e-05	1.9048967323758748	0.0816652299788164	0.0503384138995201	0.0395660098686012	0.1511601274919769	2.465721985235356	2.494914751528639	1.8890774708140392	0.002808237913538	0.0014307026392311	0.0027152632534567	1.9144989511221464	0.0037427070184943	1.0806661057547944	1.3515142914797569	0.0196038913555112	2.393171896286311	1.8096844908609315	1.3284794142394127	0.0277053749225542	1.646849157921269	0.6731885367065785
E45_650	0.008418731977157	0.0005797319910431	0.002174774098759	0.0323988048482312	0.0047051652738666	0.0128972563506447	0.001874412216789	0.0108785195527929	0.0003941321917965	0.0001371806965832	0.0059529185593	0.0103076218529934	0.0067746129388413	0.023370689689521	0.0001091624823964	0.0057865972931692	0.0488750874849549	0.0001985729420213	0.0062428794387778	0.0082261365648173	0.00074425103064	0.0017103275500833	2.178026625219716	0.0023523852448808	0.0066145958985946	0.0046097013489534	0.0408838442206881	0.0023654431891874	0.0032105459180959	0.0053857283949184	0.0161140549102284	0.0006287319043005
E46_547	0.0358385745750739	0.3889640861210744	2.15853049988524	2.2746999780720967	1.5656644958909496	1.662969019779295	0.8148466266496719	1.9376368104255468	0.991055869884044	0.0153345066532168	2.0167283683528625	0.5079291811299488	0.0179639416158503	0.0025754412490968	0.0074231373107702	1.6616536885591182	1.3287201252832652	1.7279105368965002	0.0036542682473181	0.0054660928179858	0.0063806781308282	0.8287322368382385	0.2249778153448277	0.4915668763082653	1.9622813935372203	0.0021929452825202	0.045986466543763	2.1433230165104145	0.3936680942079751	0.0952106449904678	0.0073516515968484	1.5535427345070036
