	p3LTR	HMTs	vsaRNA	RNAs2kbN	asRNA	IHMTS	RNAs2kbC	RNAs4kbC	Vpr	Tat	RNAs9kbC	Nef	RNAs4kbN	p5LTR	RNAs9kbN	p24Gag	vsiRNA	TNFalpha	NFkB	NFkappaB	Rev
E10_137	0.0085592337454221	1.8903056132092697	0.0409043985382548	0.0297502828068629	0.0132268614703751	2.006268724782669	0.1475480590506429	0.0239971981117588	1.305147822155031	1.078588300329418	0.0251107489615705	0.0420776600997286	0.1015368250636875	0.0409053015637828	0.1735280893427931	0.0290139045904476	0.0180845721926179	1.497209636748183	0.0680571777217554	2.2082117688813847	0.2002825548312756
E11_49	0.0705663662480066	1.8447418764778307	1.8657315245325568	1.5330846114226095	0.0216623016249823	0.9761974339922656	2.075539319865942	0.5487089288674887	0.8379209143272092	0.6967347613898145	0.8610976258414159	0.4954968372961981	1.772855393431551	0.0010176465590857	2.027484708758581	0.0052738840973928	0.5439153027347097	0.13893658563808	0.2016434015133517	1.41024920725245	0.5172466489610992
E12_632	0.0070828358498354	1.793625679461545	0.0261089702691869	0.0151722488146735	0.0464396462201106	1.640336880944682	0.0399667854532586	0.0779517868405364	0.0208449175656107	0.0046829086845471	0.0061086457582707	0.01426286709442	0.0107500966336695	0.0281499149240742	0.0019140728186142	0.0010880237161075	0.0057982585141699	0.0004353235875259	2.3719323369829417	0.0477189403409853	0.0366896725283781
E13_474	1.82363014435173	0.0380723260432705	2.069603162860617	2.259436974754001	0.1160002573048022	0.0143539554983339	0.8722412838361941	1.7723394848187832	1.6804085856881013	2.350046705934156	2.307880223003184	2.244687971901865	1.8788563426210536	1.4630448030840175	1.6298356897198143	1.7508291226418753	0.0176138579450985	2.0218844445034203	1.7422790859083153	1.7770617069036103	2.084038756987564
E14_133	1.089565544432818	0.0061306778672724	0.0106532176986282	0.0029768863967048	0.0018847790727185	0.0004728717471003	0.1264128362897987	0.0114264077737425	0.1588902906286944	0.2296945424559167	0.0026727070489061	0.3065486885067228	0.0163718169740331	1.3192684730094033	0.0014291039546033	0.0082788696156226	0.002531020763825	1.7517422666934834	1.626320750734913	2.114077067815725	0.1249557414786727
E15_409	0.0105018804726001	1.8510430848676889	0.1200790068002728	0.0045586064221628	0.0100125713012608	2.08698398294632	0.0512927844390933	0.0092235639834636	0.0901093543540404	0.0068382101825169	0.0107401899543467	0.0049803574538477	0.0140184822873035	0.0007516687611496	0.0144925070590984	0.0638811262090302	0.0077022091143138	0.0054602740646066	0.03635718191735	0.0016282951505454	0.0389664356371235
E16_295	0.0961050519917582	0.0452838353924627	0.0308966397948605	0.0008177913492727	0.065295052594419	0.0046504337178759	0.0033766833062413	0.045868433583355	0.0189513726187746	0.0022644147965285	0.0035809016442495	0.0013758234909593	0.0178764024470795	0.001956358902091	0.0072376755413662	0.0349918756430578	0.0027166736672465	1.566595998228707	0.013242303098603	2.302548219538092	0.026440372984319
E17_204	0.0222371826021205	1.198591188176516	2.192432619079752	1.356390871169111	0.0032058135939654	1.952122291817927	1.0299025317569366	0.001442566929891	0.7267021271588834	0.5951711444319534	0.0138721499439956	1.2381265731861464	1.8351622360071576	0.0114068015994012	1.4021473847185897	0.0003515629440594	2.5404712515019816	0.0671790070004119	2.1106412323103334	0.0060139317902493	0.594820643203015
E18_660	1.824593704090048	0.0025792054766077	1.9988738176446208	1.89299663643184	0.0055014516285894	0.0156525353340985	2.081954102369812	1.985409457383407	1.677143814382725	1.7720321394029477	2.0829926452906675	2.1454940819581547	2.6520854334367097	2.52335405418677	1.3763961348401073	2.2548465380414773	0.0952603570243222	0.0241571024958301	2.387001858213182	2.173821888107988	1.846281178248168
E19_717	2.3303517408454475	0.0281142199083325	1.7820188223830482	1.7725134638881863	0.06742301112675	0.0064433444323446	0.0152823076197816	0.0051836108484166	0.002050511100447	0.0033230659570065	0.0015053560524626	0.0489859440946745	2.343004350488144	2.0122927789115224	2.328088085895896	0.0243736783800102	1.2874628166397224	0.0151333471681378	2.125389995076999	0.007164564213419	0.0224731814572427
E20_603	0.0003660352458097	2.166762633802713	0.0016061589232016	0.0053795863984473	0.0375058169854632	1.6703521922971785	0.0328671645675368	0.009562727777039	0.007366718401904	0.0013851961219991	0.0046735335420768	0.0104429186211312	0.0029825567573878	0.0413157245922402	0.0165740335663724	0.0680613582254714	0.0019490994756714	0.0048765888371807	2.121567818422034	0.0024863437110804	0.0002988560071361
E21_400	0.0005387972101192	1.892562418321424	0.006910075552071	0.012490630042438	0.0264611577245877	2.195683359422094	0.1043762526907971	0.0690549845391395	0.0563355619498491	0.0007163056993061	0.0015973443977507	0.0140663067255936	0.0073449916003141	0.0141114045336312	0.0005599838632083	0.0068336448111903	0.0206541625260368	2.172835363388593	0.0046086815824187	1.9735253862533049	0.0394345012773045
E22_420	0.080709127739991	0.0561844173144611	0.0050446394200077	0.0050994029910685	0.0054254854381505	0.064437971490495	0.002793088091578	0.0029360197988368	0.0004128022474174	0.0494313627244825	0.0023766744258568	0.0191039541593216	0.0043160184060482	0.0310261155482845	0.0002619706697431	0.0018643052960485	0.0071781646517325	2.5090134668613047	0.0164075814652012	2.145418134478061	0.0276029555852476
E23_566	0.0071371071291788	2.353409856385104	0.006705917823935	0.0938796793205831	0.01574544327807	2.090184537053651	0.0065522810170566	0.0068614937486653	0.0476651832965624	0.0273462774695984	0.0004062879323863	0.0008473980327015	0.0050842035979033	0.0022444480097317	0.0288615965376448	0.0011308936577173	0.0109882441266119	0.0082820088143097	0.00492768755683	0.005088412602994	0.0148447459748308
E24_738	0.0139702167978051	2.1975133001059355	0.0189020467717222	0.0060031122394042	0.001043877431809	1.762121156677983	0.0062952530053887	0.066445872741527	0.0235366861973371	0.0256301145046962	0.0047075111104091	0.0172377249271232	0.0015968520199022	0.013455463165869	0.0036736626297542	0.0472938866027321	0.0011196153972465	2.0319826935560243	0.0292290741370342	1.733275967025237	0.01781762577345
E25_59	1.0995343687628452	1.4764950524894267	2.082330370669468	1.373633170280344	0.1444656860123385	1.483952146383451	0.1283462940503138	0.0240011649739902	0.8740206859904076	0.3984572862669669	0.0022948154185205	0.3335477547229986	2.064709936738706	0.778467355427142	1.6610735487732136	0.4786157721850869	1.824944710730427	1.84295449032398	1.5005833744569397	1.903640202409952	0.3494840721699783
E26_343	0.0063508304535868	2.649586722540628	0.0962286847857993	0.0420524199480204	0.0003978945134393	1.9159287298828416	0.0212560682353391	0.0013041357449588	0.0136272049318073	0.0357267909246097	0.0163297322072402	0.0016108599746235	0.00131463012135	0.0132633141927456	0.0012007341003035	0.0097461361691867	0.0098809924202338	0.0082700304730265	0.0091658597142887	0.0015871748267861	0.1125205817293267
E27_180	0.0906067951099364	1.902570578121383	0.0363961760485077	1.922884476884405	0.0037770542236253	1.9989458049173447	2.277032829003331	0.6849733960094309	2.287864208792296	2.122118927165113	0.0511836193613343	1.894384607309728	0.0290356135221807	0.0007730951782418	0.012448927178328	0.0001539595654057	0.0030783783689448	1.4596705323270474	0.0054987552310814	2.269763325154549	2.06096096937923
E28_665	0.1023656301327761	0.0026301804561246	0.0142846320552068	0.0037789868187949	0.0060581646001419	0.03817413965182	0.0059762431640967	0.0055781986314234	0.0064066789757753	0.0055827457044088	0.0544717669130524	0.0081188691989627	0.0046274161003494	0.0325693710274903	0.0003784149613054	0.0012697483931009	0.0240554944843003	1.3735165614970122	0.0035621663373397	1.4535188652441977	0.0060948835392088
E29_189	0.0478785467784416	2.035025273738192	0.0106204993318567	0.0242964703345842	0.0070682230186964	2.224489401917713	0.0173445998858698	0.0106743250910297	0.0081554643965535	0.0026408729856311	0.0488860794304783	0.0206924374883172	0.0133505550642479	0.1131991513508151	0.0007624860029028	0.002413506744697	0.0453174928696908	0.0002065546538217	2.0602903755242146	0.0052207709024538	0.0183148208714651
E30_252	0.0790959727899598	1.887225242680841	0.001759589040934	0.0116108735601843	0.0010082828573383	2.152519900240182	0.021287422036326	0.014224749557643	0.0465033802076376	0.0516815405580198	0.0016481691370989	0.0064906012737656	0.0023055561757624	0.0665489307560365	0.0038453801594427	0.0005320584629852	0.0346715689936938	0.0748513135062184	2.4096455008269286	2.0705576265086263	0.0706179458402288
E31_333	0.0057297401060813	1.7645002626514668	0.0381517803432209	0.000229122878789	0.0040965787860224	1.803292523465414	0.0008226722754231	0.006353329435431	0.0279185505892809	0.0301634990861891	0.0216077932544947	0.0056822566465332	0.0824492610720355	0.0429146934128247	0.0036939598766884	0.009390687909197	0.0160236150198647	2.0226992453536368	0.0232974565559354	1.948419191705849	0.0058579763469606
E32_367	0.0047457161413818	1.6564990680919969	0.0050422469428857	0.0051331033247016	0.0031284162619585	2.3715134208839848	0.0068320128101071	0.0087161514019476	0.0129831070586037	0.0027357726296451	0.0406375094292185	0.0055754414846476	0.0014664382527197	0.0321237763714367	0.0181576559433735	0.0105753803109665	0.0293372133086456	1.658143729332584	0.0087753157176098	1.7879602672112074	0.0310572822651406
E33_113	0.1710066878470353	1.6377299778785035	1.1306878064389043	0.0005946316448677	0.0818128937808846	2.341618861349438	0.0491305077850607	0.0359214519563181	0.0154696052519482	0.0033228978734544	0.0631225525285194	0.000334866597626	0.7884464353273996	0.0204026709563366	1.1538611204327105	0.0034525470388743	1.753171652178962	0.1880108927449444	2.0545114851559103	0.1258998042863778	0.0010590366744377
E34_713	1.5624977110314673	0.0028579730258906	1.7706269795324792	1.5385358293323883	0.0177400900512458	0.0093260030869574	0.0186350253161576	0.0013901867278539	0.0426733715293421	0.0082419329523349	0.0074179317290702	0.0020553550679288	2.267757473013515	2.204345907852151	2.002521309752286	0.0053159472367022	2.223190967908075	1.490578866414155	1.6372559057817575	1.9312624667951703	0.0002683122061361
E35_21	0.5124642737035918	1.7181903793087712	1.1461554098865436	1.06691558528389	0.2080940885427202	0.5202133573715517	0.4527110695731138	0.3134290596456142	1.948341774319144	1.2816673004043295	0.1283560347786294	1.2710443138004035	0.6107078177984578	0.2563999294832393	0.6379124601356303	0.6122285200336205	0.1944796314776077	1.1213508919926596	1.5645057684918189	1.3525589026765266	1.170168419932102
E36_233	0.0119173910088136	1.79174822703966	0.006982922462892	0.3510522662604214	0.0026598522077523	1.7183222116463224	2.4669265783498577	0.3865283674222514	1.766718066084238	1.7325122497231678	0.0085137361831587	1.821574032946473	0.0089503145505089	0.0249066693352792	0.0390446473909316	0.0064316063790225	0.0123769170239162	1.997001824674798	1.500905342754653	1.7619102553243111	2.318799658323889
E37_222	0.0069320433079035	0.0010514855793776	0.0235028828629344	0.0352897643096642	0.0028772199697006	0.0214889095210109	0.0916570614566647	0.0598367982553887	0.000560596226316	0.0013660431249379	0.0309609116359718	0.013220050759494	0.0046138853780528	0.0231445619447794	0.0130159164213664	0.0171037303975001	0.0004628620885958	2.0332117124214024	0.0085853620284073	1.922474426977192	0.0046776745550996
E38_461	0.0259956444783314	1.8115452470842792	0.0008025550819437	0.0099454246328899	0.0046364639898047	1.876135955158186	0.0036897435537547	0.0271818280710748	0.0191535945113787	0.0164280607649212	0.0146748798321137	0.0148338899545326	0.0147993028794628	0.0243793160510239	0.0009892916849818	0.0347126757604015	0.008989819638873	1.4437021092982432	0.0335937217202477	1.5481832005444809	0.0124577316165615
E39_553	0.0061142088445881	1.4667502154515302	0.0195892228614589	0.0169541799269396	0.0190731455273817	1.55446279177375	0.003352467267364	0.0089515356018705	0.0068855394559375	0.0319855845905183	0.0062164333639743	0.0005822068359593	0.0390768398675277	0.0442721150603853	0.0077766410761965	0.0256215055623611	0.0435313629449583	0.0815972656990534	0.0037425079507682	0.0198169869623585	0.0124791166540812
E40_777	0.0018142362084492	2.241901596586476	0.0074111360954231	0.0438696455528724	0.0350045265084198	1.8169371512014705	0.0176434154963216	0.0081298564488017	0.0200789598988829	0.0014903405619701	0.0006747334034288	0.1098044136581661	0.0010293188998532	0.0179046766226711	0.0372682228861703	0.0239590683786259	0.0072751385504522	1.899611629162388	1.8752632433915903	2.0698877161243683	0.0026192464411405
E41_629	1.73994039730362	0.0230135716666181	1.3964401687727226	1.580252202253054	0.0114554451279631	0.0213715561323818	0.0036081190031001	0.0616311468722939	0.0160870204362205	0.0024147434649119	0.0036357487178551	0.0779553751129158	1.6253452017869257	1.873551825779	1.8685193556319848	0.0323441922702707	2.1581442305831926	0.0386573331989357	2.3191257688351463	0.0052235672720748	0.0016433761173991
E42_495	0.0104648894921213	2.0060127166299244	0.0913873236013664	0.1012218903251276	0.0801193048910275	1.855733045495536	0.0449305434972671	0.0062210780182439	0.0024816886080374	0.0358958107152941	0.0011931780333507	0.0035351643215474	0.02756201383216	0.0198221146156648	0.0802061034460958	0.0006899252768252	0.0071965273639747	0.0009880801741822	0.0018535061565948	0.0012933237573378	0.0215530378408885
E43_605	0.0277092409174869	2.1615736017847	0.0114591283634755	0.0109831000327665	0.0022772996947171	1.5919783252145452	0.0020701250479583	0.0006400796080796	0.0351573134458267	0.0288338746299339	0.035982543783981	0.0124940636845027	0.0332193483172498	0.0231839886189535	0.0014647011499223	0.0307239218533513	0.00094738648823	0.0045519918207861	2.32955645827186	0.0010533617628816	0.009541466027358
E44_332	0.0033864764687218	0.0103934559444918	0.0167467504511146	0.0332571597722796	0.0870161043148405	0.0034276135098172	0.0290878546746326	0.0004938856782984	0.0106309291091923	0.0091303365158837	0.0004906420731889	0.0171309861085889	0.0008212078522078	0.0701037773943793	0.0022237498595421	0.0113215000776095	0.0125435106534592	1.823087034965466	0.0161591633491553	1.9323950338874232	0.0122932909825112
E45_221	0.0211681973035986	1.8094264742000552	0.0347038031126795	0.3706850225933352	0.0016179500611999	2.1453513276654115	2.3908935617062355	0.1834759603112139	1.396783409556433	1.900098479686775	0.0988219891321406	1.9119558313503715	0.0184392271038357	0.0183674192452093	0.052515830632121	0.0604027197130091	0.1303481855772932	0.091161940214686	2.2457894841053814	1.5415237933695034	2.6321432276220165
E46_624	1.868563489455468	0.0025022184973658	2.127232186661372	2.527896434030499	0.0550494266099448	0.00078893105772	0.0035596748700103	0.009923533032384	0.0604182959654829	0.0019719667014553	0.0252321945470471	0.0182269323031572	1.7020185525616671	2.500435318670032	1.986227714872303	0.008465997770464	2.2646419676913645	0.0006073631229552	1.6314438874588568	0.0011397843704076	0.002287973275507
E47_76	0.016283285655703	0.3311976476213504	0.3363166904829828	1.1770421205504409	0.0363099667953863	0.2110741802429387	0.2947912555306202	0.0047408205524398	0.3354781172028264	0.0956823427987829	0.0819802174278695	0.0021184613752775	0.760018496174082	0.0047957556293522	0.2657258269077736	0.0293379345798735	0.0218189762589282	1.583397834780732	0.0533559460808934	2.027857214151541	0.033929097702048
E48_226	1.580794798892062	0.0092120900467641	1.4318139045421685	1.7856741733496355	0.1106139150963748	0.0071834958640104	0.0016951484974015	0.0155473906274629	0.0077200723900564	0.0036849063930457	0.0002601080116001	0.0421777228260318	1.561222060355459	2.0279588471911474	2.01326391273352	0.0760695058512354	1.7964897109117264	0.0684853151759452	2.1773883036949178	0.0123130483871452	0.0102985643672238
E49_456	2.325794724068487	0.0201947397256959	1.8312081092697337	2.2204543656554296	0.0693536384679661	0.0091575180268648	1.9303749142818127	1.95814806023554	1.810122620166367	1.859841566540187	1.9009864212284853	2.087587413859932	2.0119023475545714	2.293256859529936	1.79251962451514	2.018739178005179	0.0052837552617733	0.0147887899078214	2.3590088254192043	1.8395359706718888	2.146049052352415
E50_592	0.0090375668978373	1.8557404371453703	7.502699829115152e-05	0.0157070671372603	0.0076960165193898	1.9046442555746108	0.0204635909066299	0.0009492158960739	0.0433082602927176	0.0068538844373259	0.0027566997454246	0.0022895305973471	0.1669027218800907	0.0176533191205584	0.0066121009697612	0.0149239593572212	0.0163829089884653	0.0511097592935058	1.6415915150732252	0.0043943331891395	0.0215792037184443
E51_515	0.043039193144619	2.382289212505701	0.0035138697697605	0.1284740035265866	0.0406230019760753	2.344115063674633	0.0118703582451786	0.0140741629885196	0.0020806907958061	0.015886306607995	0.009628616787484	0.0387383637859563	0.0265767917992921	0.0114610960979414	0.001441455511903	0.0277270241462307	0.0019679166773196	0.0572002521704508	2.295191402023273	0.0010390962219216	0.0025261160256517
E52_345	0.0057087392998305	1.8775380252737075	0.0077831582176078	0.055428482769046	0.0758350140065444	2.3450805288479835	0.0039534913790023	0.026629387316291	0.0096237955869676	0.0017629307998221	0.0258956613353412	0.0021629592665613	0.007313331909094	0.0160052506837466	0.0100698999475621	0.0594814176923694	0.001083742894441	0.0049666947513646	0.0392966232328139	0.0061601651233715	0.2792051376559938
E53_271	0.0170530489625505	1.923706212686317	0.0262327429864937	0.0055066932339587	0.0202820039641082	1.7666834212963431	0.0877695628434494	0.032089345392253	0.6248040691897934	1.1974124341094243	0.0548586901793494	0.7952881567139714	0.0002149119778919	0.0616438242219549	0.0001571247421613	0.0076291698774709	0.1582669110707339	0.0526990482144073	0.0006526434683588	1.5543475248982488	1.5609894111497888
E54_479	0.0206383336894925	1.679614366857764	0.0229004310714262	0.0007867073406674	0.0137498998741251	2.022356820485398	0.0009646005395713	0.0093940439394612	0.0289372407434409	0.0442650500073324	0.0110504148372114	0.020859418205134	0.0022276782192504	0.0014101491430961	0.0119053560092749	0.000130795671865	0.0150199596112876	1.5525705853205984	2.3107533412159333	1.7556219718449309	0.013326869664382
E55_738	1.7514003555853266	0.0017171077828902	2.1558992087485143	2.030754826467471	0.0096281724536667	0.055625428127328	0.0100073717127359	0.0227169280155659	0.0361531864670146	0.0006642678606914	0.0096666136197244	0.0035785253839993	2.3683602658062366	1.934918954020289	2.5962955970777344	0.0163559237925596	2.1685261931284794	0.0086983050623263	2.2136736777942185	0.0275483266337317	0.0026853558592216
E56_603	2.2539399279437964	0.0015537431849349	1.983092608549183	1.0930561546865052	1.1326139138378006	0.0064399986712136	0.0496007960835359	0.0035667804502878	0.0087193019579336	0.0143334503501906	0.0158634897601698	0.0149543451090523	0.083825349229156	2.1578792298712464	1.6012006189712709	0.003659818585472	1.3150295876191134	0.0105940994358775	2.4073226531615104	0.0596557836089416	0.0049914036071013
E57_290	0.0544896824650785	1.624221545000918	0.0128879619378402	0.0147674754748967	0.0247392884203185	1.7435814086509291	0.0116478098591744	0.0041964673538842	0.4255229637428486	0.1803896243881859	0.0051693514390323	0.614170222896081	0.0116258910538461	0.0303900208459602	0.0021628258212651	0.0010848900162647	0.0096633365562285	0.0050192784635085	0.0215223919884936	1.5835816216296283	0.4021547679050026
E58_470	1.1442060866034576	0.0097913236922933	1.953404877322496	1.7867777639914817	0.0011393075216018	0.0474727561672404	0.00988488331685	0.0090397964891388	0.0083939941041259	0.021348111462767	0.0001824925076231	0.0318350991057801	1.8436139331749064	1.37683417936493	2.3632797450148813	0.0025692206573903	1.864961887034717	0.000540304878885	1.695261894373537	0.0734917774591258	0.0026704430755548
E59_278	0.0045670942420773	2.148242674199062	0.0008931008660874	0.0662197063390398	0.0141984624328613	2.044562829278065	0.0031753618980213	0.0303229693766766	0.0059297747848378	0.0185424031214044	0.1272913032821828	0.0070296195766361	0.0001773493614487	0.0649427314928401	0.0052751168677005	0.0867234535139316	0.0080177651316448	1.86780100857353	0.0250540608557481	2.6507496624482463	0.0352466975291263
E60_473	0.011368361227442	2.3655212289672014	0.02498768945647	0.0074134743582272	0.0009635593021518	1.9861377388390715	0.0082716281467147	0.001094391795952	0.1069484973532036	0.0995831677045985	0.015809367946269	0.0162167387072267	0.0164506031492094	0.050837846285839	0.054642166296626	0.0060900966333955	0.0245067171392998	0.0013284381558655	2.160420706629358	0.0047328472967378	0.0049012697419277
E61_294	0.0015969958889633	0.0030490788066752	0.0039951763603691	0.0142478964175247	0.009420099909665	0.0136185609516002	0.0136034908591884	0.0013559175901483	0.0019995346032235	0.0084847160066242	0.0111498247289918	0.001824416081996	0.0128781207608937	0.0056218510961181	0.0210946764125877	0.0060551540096617	0.0036632292879951	1.703948499170277	0.0095436134588951	1.8643494460940715	0.0157289061503249
E62_23	0.8100184808512465	1.323238411007435	0.9871736642292224	0.4893439446128829	0.3860609298672717	0.6574001245881045	0.5759110140884716	0.161818239025518	1.0703696903841464	1.554766909464647	0.1789337061857237	0.8172403061146573	1.115056251433051	0.6985128998238889	1.039073744194032	0.1275485389036175	0.5976030659756606	1.5040516784106797	1.337745193681808	2.1814533557962648	0.7819850570643381
E63_169	0.1028090324779347	0.0325901855489422	0.0215625300576241	0.0270195930449368	0.008017045040661	0.0202608001743445	0.0023055830479232	0.0593132544490066	0.1782691118419798	0.0534130775624508	0.0044893350816531	0.0716017106948897	0.0017612476704688	0.0002590221254853	0.0189961502848244	0.016027613300521	0.11425176723574	1.8376965140603103	0.0161405974077779	2.153811002273171	0.0020313561614649
E64_245	0.014709087610782	0.0449968541985526	0.0065578300328952	0.0283904729492901	0.0325960433819137	0.0050769405999607	0.0036944547531781	0.0022340345867752	0.0345528920723003	0.0027555182698699	0.000148980205333	0.0331131567559972	0.1528460787954806	0.0031862501468487	0.010064045619371	0.0030595169348872	0.0173005480514986	2.091233409029341	0.0093367936291992	2.0349876615430724	0.0148044467845845
E65_537	2.286574485506726	0.0285634004406214	1.6576942720036636	1.9767778622225185	0.0139928444024054	0.0057371657851958	0.0353348098370447	0.0205867850893339	0.0055145808583504	0.0047504596763464	0.0268808780963422	0.0064109193340741	1.5817782959630489	2.222887094443747	1.881967799688332	0.0047351908459091	2.279731970646599	0.0160763203079275	1.742610675571828	0.0023976833122762	0.0215195949863318
E66_107	0.0420398929425512	0.0078671195273201	0.0362326624046975	0.994639997675533	0.0724855962900666	0.001668704196368	1.2233850476123598	0.1844355014500452	0.4381740985983002	0.3727077937055232	0.0079757599061252	0.3658502790780076	0.0539628309931217	0.0012360070085874	0.0572415486408649	0.6701007118864388	0.0471569543326526	1.872776418564032	0.0106697832860453	1.88619740644924	0.3044513907503981
E67_571	0.0001521892620279	0.0114475943754952	0.0101906922179181	0.0077945285016886	0.0216275076299479	0.0050437014450437	0.0083431514738392	0.0095034971780944	0.0003740766122749	0.0086290730078457	0.0017457023864061	0.0141500994415776	0.0106336071694062	0.0030699393789683	0.0333468875687534	0.0143590011448018	0.002547055767216	2.6104701842711484	0.013144349616943	1.9857310464333449	0.0089986300160877
E68_492	2.3210496335872794	0.0194191611837703	1.998180585795774	2.105555681965508	0.0034073926781796	0.0301402641299385	0.1261222946648399	0.0150499631841173	0.0085052504311998	0.0008594223003125	0.2558905051038482	0.0016654909655609	2.096184555580032	1.8810137524513355	1.9872960907607875	0.0178323513160246	2.138384533724352	1.4549975153978454	2.819381883658748	2.1478029978878213	0.0492874565912421
E69_533	0.0634667096608532	2.6070739370396474	0.0010649639520935	0.0722468768227095	0.0011055584828675	1.99083502881332	0.0013685708004885	0.0121572067376228	0.0298003818768251	0.0175126554990936	0.0032725487390434	0.0281715928738801	0.0039466010309274	0.0095851316926748	0.1440954025322769	0.0088608424442158	0.004454994751667	0.0014212169580694	0.0024220610587573	0.005549906593792	0.0183684274884462
E70_423	0.0561546480701064	2.022218644124627	0.0350796530842965	0.0213437200430141	0.0026367036380004	2.8444121867419976	0.0009622913455144	0.0128606052055429	0.0076825066002676	0.0023395256928294	0.0011574517846944	0.0003526873133199	0.0012007252806635	0.033842954945961	0.014081110586739	0.1288613688801021	0.0092582195760194	0.0304631368254848	2.132123072558394	0.0208111647182188	0.0087784571221806
E71_216	0.0152818093690249	2.17311303344429	0.0008719560464758	0.0055062553052469	0.0128582504053999	1.719381267077999	0.0085279537867467	0.0085292184025299	0.0022802746414653	0.04460460995772	0.0001305222851725	0.0541872523974069	0.0027713814701157	0.0182568598882313	0.0481632917582362	0.0464383985685384	0.0691838175163409	1.4253579241301768	2.1490217997009227	1.1728957197668557	0.0122053571486355
