	Yhp1	B	Clb5	Cdc14	Cdc20	Cdh1	Cln2	Cln3	M	SFF	S	Swi5	MEN	SMBF	FEAR	CD	Clb2	CKI
E17_141	2.316841056067153	1.6304528890987682	1.7449463648994372	0.0237659737697196	0.0100930529194102	0.0519060635492364	1.5646539739977583	0.0302927238854548	2.2915244799102505	1.9259577347564936	1.3850035641783918	0.412810299067307	0.0042623810652996	1.6093637784561352	0.0027024687439731	0.0061556262818918	1.4930972895666577	0.0046447666675338
E18_798	1.9423168500691872	1.8102590572719608	1.6308803290361316	0.0584359508930616	0.0344016230378752	0.0370881727375573	1.894482874428254	0.5486866734442826	1.911561602413856	0.3301938907605032	2.1614327971961287	0.0007363996552211	0.0434188804526677	1.8512640673200904	0.0407242142339305	0.0580158884587591	0.2491040340822083	0.0019526251432087
E19_753	1.833334413713456	0.8933450677578648	1.819395178723908	0.0362254431911687	0.0112406119987227	1.5596349310324735	1.2540179501517053	1.841365354700168	1.124320860759395	0.0022474596618964	0.947346887921589	0.0039230086400313	0.0582329683284013	1.734474639708912	0.0100720387537801	0.337581529331487	0.009023104773286	1.692060243736052
E20_30	0.7832251247206715	0.9168251053855848	0.6500912453821224	0.0505205110425706	0.1208924500293698	1.4941374773786331	0.6852205621301622	1.2414636942955328	0.5849262552802353	0.115861216141218	1.009829467780183	0.8100229612832397	0.0199057175303172	1.704591595206303	0.1730441255112095	0.0325602645532712	0.0911758445892869	1.1668541197989284
E21_698	0.0222412174651608	2.495698233857244	0.0177650740037582	0.0277414587776557	2.109588165271412	0.0079467195468008	0.0041790628881193	0.4545004259475776	1.7675630232175523	2.4349668752137115	2.482305828857304	0.0432159045278456	0.0092815897869199	0.0432093673580889	1.29330661386013	0.0159764600428036	2.534690653267884	0.0182156484748718
E22_353	0.0004215606928593	1.9736672091037848	0.003658039061638	0.0093500536131346	1.7700491971268502	0.0002380846287564	0.0282343611081475	2.3714222210984257	2.318042976681186	1.6396591289964657	2.074810734485518	0.0064318289979514	9.796539428399624e-05	0.0643342818438287	1.5018531163586724	0.0198435188036708	1.776621583743682	0.0175345446044116
E23_638	0.0033330388520853	2.3877182928181258	0.0612700137140072	1.806268218295164	2.1000092871117846	1.971248339291027	0.0360036782649008	1.5362913089303365	1.7605134741058055	2.123004535291661	1.78574587315823	1.5962124380058575	1.4119416305267922	0.016461855909418	1.9728735361348104	1.5548622091915902	2.155637035448628	0.0540050315036839
E24_214	0.3395450802032221	2.0914121485599475	0.1592046890821301	0.1004801824526806	1.2630528048856149	0.2150145501713391	0.1776731553818408	2.049709907112258	1.946471037003639	1.6557978266085465	1.6041311272966987	0.1422824604035794	0.0592077898365651	0.1879757885932073	1.1379068393516454	0.0079759457538612	1.6340272635706576	0.1043928045996018
E25_239	0.9966798793772588	0.0799712414818058	1.0089766406076022	0.0280726033532678	0.0555545262790543	1.703328596017343	0.5775246436800061	1.9724653196104995	0.2488881930061813	0.061041614558596	2.237821809226256	0.7089068442210082	0.0067962960990483	2.2681583038686286	0.0020255370186151	0.0471276926520123	0.1359758866437761	1.2882469537668353
E26_759	0.0258393171953519	1.645534840472248	0.0101281674279776	2.1912231654422176	1.6998063127555874	0.156533690935093	0.0316299732704378	2.1085736562873927	2.259384214536408	1.9141643715402687	1.646398190374286	0.0358465041434803	1.8634318801314225	0.0001503810517942	2.440232588072609	0.0369493344228539	2.620164052748742	0.0184026970694211
E27_208	0.0027545308096325	2.3967744171375664	0.0058573377263914	0.0006385381631472	2.1824195261453165	0.0248106163337885	0.0007301881925573	2.2085137941488524	1.981578479042284	1.6359856541623394	2.2165956509527813	0.0952543481438123	0.0172103695639135	0.01319838584149	1.6674245797157452	0.0030754872219207	1.7924210444712505	0.0402119028582338
E28_152	0.3835636733359146	1.7340489147154463	0.0224820015521741	0.0076772154300934	1.1611738341338196	0.1315687175875991	0.2558975338854655	0.1201453212343014	1.9703281268059	1.4898331037663726	2.023417291938029	0.0004480378277287	0.0138358643631802	0.0894772081750817	1.605157672525392	0.0099704857561607	1.815010372749841	0.0027419198668065
E29_792	1.9590815022033987	2.313599111300633	1.8607015903477129	0.0029094514382643	0.0068916344262554	0.1794442246071338	1.5580895249755389	0.0596517141127839	1.9025297887966823	0.0523273001383808	1.23144048490742	0.0083971837822026	0.0032286057811755	2.2466101375316687	0.0010716503730413	0.0020818892061014	0.0488818546462647	0.1122220311325868
E30_333	0.0727137129018978	2.3565500056783484	0.0775790356912347	0.0344501738746364	0.626604709362046	0.0018288550483046	0.0129826963780186	0.8149423479629246	2.069433418232639	1.7854442996721618	2.1443958708504547	0.0249663127817918	0.0361305521775563	0.0333299047810815	0.0045265891571216	0.0038705791720385	2.1485170586878124	0.0240679824949036
E31_55	0.1768597202136212	0.3956676804389807	0.3297568382402635	0.0479351353902951	0.0023322191517789	1.3713087131075086	0.5339403068283263	1.358250241217135	0.4170320567989207	0.1821005855444113	0.301539843902484	0.2222247530131195	0.1777455985944273	1.6162235471339217	0.1162430945380496	0.0091568225294669	0.3250296127674316	0.259648992218916
E32_34	0.8567483917688226	1.3722664764881944	1.2478407468188497	0.2442118259390425	0.3562192324433697	1.0788332914689012	0.7540533130071841	0.8923579304158454	0.8732176843762056	1.3353198561604245	1.5747522900638409	1.0276294586119556	0.0831582087331112	0.8500765796222147	0.6735825868967242	0.4183638854229645	0.8112651894509524	0.9082810554530856
E33_612	0.0262475519572734	1.2774586100828882	0.0004393571244656	1.5876047224401515	1.7068175538629695	0.0074956125600817	0.0462408496697149	2.307938606658781	2.292362340352116	2.739930090121112	2.2203301707454424	0.0340207900953187	1.670566656511518	0.0094257421245174	1.5542438724765155	0.0049190288135285	1.701731962387008	0.0169880555565353
E34_684	0.0225511673391407	1.3939421796856388	0.0123170435834897	2.171758100293085	1.5800591910081387	0.0713035166016526	0.0103793333993283	1.694844799980219	1.6015284582153442	1.6558968027862957	1.5216505504924185	0.0107333463834986	1.683993758974072	0.0292664309271599	1.751462920753591	0.0140859824452466	1.7442199469189152	0.0301461582480294
E35_426	0.0373619549135179	1.7746999559780037	0.0080450617882889	1.7259674800360878	1.776299010071452	0.0428383890977693	0.059039038561456	1.9211104458950965	1.6933677064363633	2.616349219050403	2.3846037808835	0.0705104804077391	2.273043106549289	0.0663463820690264	1.4037361900741852	0.100302511175457	2.33265720149633	0.0243178627449338
E36_71	0.0923331078503384	1.0416008976591935	0.1259255792704062	0.03095756772948	0.0164450945424453	0.7549914169674665	0.1308370850178294	1.629745614192904	1.8271227971148856	0.1304863567386526	0.9192988288796614	0.0070714963401957	0.0669451256491069	1.55514129757162	0.0123517183211919	0.1377964631767819	0.4511019844607366	0.5586365040692418
E37_564	0.0027775681223329	1.9080162501594164	0.0379186429567544	2.535757311407042	2.5130422013014138	1.351947263384178	0.014990597463398	2.206171423373824	2.114985319822775	1.7838745347625369	2.460075209351394	0.7391070083201693	1.3990477850404546	0.0400429108014103	2.2150014309341794	1.234069086345746	1.5937507429158126	0.0281269994051265
E38_627	0.0280276941801358	2.2696911939626547	0.0125856114351865	2.0219890015153887	2.002580512829051	0.759974007226393	0.0057496417519191	1.7142844017543637	1.6265733241669855	2.5210338636306986	1.8965962423479767	0.611845838538256	2.056081180522697	0.026903405604454	2.157394423460093	0.6503445408041525	2.785236387876645	0.0015421546834068
E39_449	0.0465750391951823	1.9983126684367696	0.0452467839278867	2.307272525852828	2.435340710961764	0.0572185955797537	0.0405164359923605	1.7357931592822058	1.6155725256945077	1.5104407548585852	1.825717306966677	0.0843985950639853	1.8828282431457768	0.0782620498010596	1.4641713243516103	0.083437729799183	2.0686519548504423	0.0150250755632517
E40_311	0.013351736054776	2.2659245354528235	0.0136941995940643	0.0254388810678139	1.7719588745323742	0.1379294924683817	0.0161567404610731	1.6013297183301487	2.0307284079338253	1.7713072895809403	2.137120291553727	0.0141916006257269	1.6245052399211228	0.0192460996654187	2.4373932121557016	0.0106279354080739	2.614755613333464	0.0435192640590891
E41_727	0.0227071263433752	0.4430010356055288	0.0080592651877568	1.6801806789443878	2.066639598101157	1.6921742476791335	0.0037392309592444	2.090803983343063	0.322436057515765	2.248590994028248	0.4119895913482345	2.506690288278477	2.09327980030883	0.1572321985916546	2.046704397903316	0.7505261581500514	0.5250547638138714	1.513227285982811
E42_782	2.2765104417847626	1.399127478990231	2.199705035198416	0.0330407963115795	1.209979025060365	0.0167759439183796	2.014707009548323	0.0258799688421731	2.440887905472956	1.5094889390247568	2.112890554003851	1.1118243301966335	0.0100213406702692	1.027702696907029	0.0213479008477226	0.0051474691647703	1.4916543880143815	0.0393895576044017
E43_509	0.0019845705453135	2.272427765523986	0.0129007553627664	1.6525494506653151	1.5249426028066972	0.0010596727436547	0.0156130840103688	1.609725982939359	1.7836099781843469	1.8217182813879769	2.2767208055896395	0.0495363986943248	2.001978876802012	0.0332007061596814	2.1449814982669904	0.001408050988326	1.877745769936768	0.0253696721267518
E44_545	0.0073440537132888	1.7753076894826123	0.0326044383287656	1.5216805869619925	1.9090686733706148	0.5668336514634273	0.0049575618781166	2.0081888573709112	1.6082811740373253	1.9590483184640848	2.031520210624189	0.5648659068535328	1.585285149121113	0.0001940356724833	1.7355358813534445	0.5266036203710892	1.7956232352742774	0.0428579407693686
E45_586	1.6610383835239853	2.274186302899289	2.0767787130915933	0.010322555756754	0.0234411663489338	0.0014581838078693	2.0037109868937644	0.0248758471511121	0.0417187090659493	1.433294619967702	1.8491224102894508	0.0643304663749246	0.0837773937073852	1.2523339270658187	0.0039275257085835	0.0142768878502026	1.4575690780875363	0.0064337028384208
E46_54	0.3729391711650071	0.7092776011683226	0.2130723728657391	0.2001846968013262	0.004674951604957	0.3824853343700612	0.3444536766748675	1.506848014433471	0.1311014654899702	0.5617005216709776	0.6619041635466429	0.1327458477460328	0.0881402741651954	1.5311750108166295	0.3217094913062404	4.015629490554742e-06	0.4018932402235918	0.0790642429723706
E47_696	0.0066890208338983	0.0080211299642681	0.0080618632644056	1.3001081224091846	0.5222318077203114	1.886461432541716	0.1265314334941033	1.1550875672022316	1.923473866690478	1.1629654500624702	2.147954065709582	2.10912442773731	0.8838586925050204	1.037079008097703	0.0686304148600689	1.209256644247254	0.0009495413976226	1.59403662446418
E48_160	0.0006381290086041	2.1890426247994608	0.0091255367716944	0.0125352192095239	1.3112075372495833	0.4127948559474196	0.0201397442321972	1.9353345321499564	1.832554110217685	1.9127294300271425	1.4326974708421447	0.3576649317412561	0.0243948465126739	0.3176439193541822	0.0169565751283924	0.0208724929070326	1.5456184314746129	0.1057885657513381
E49_306	0.0017639659781143	2.326317129663375	0.0240905329419079	0.0651182252163126	1.6878371527064076	0.0180931181431012	0.0176265298985626	1.6338302957421398	2.183279077145969	1.650636676740974	2.033995221112064	0.0045837103251587	1.0035678283987632	0.0321873888620268	2.219273942811677	0.0109110102979417	1.5947733724681312	0.0117928168417087
E50_462	0.0205854655308213	1.6609274471003146	0.0018592389352838	2.057771914197144	1.4588411355799995	2.15302462237198	0.0131971610111334	1.7374011226639294	1.5892774074369749	2.3971902957668587	2.227580342620864	2.278339636823425	2.02234998243746	0.0667925618389088	2.7083763560656915	2.0383119817044726	1.2286991370036635	1.0339961672960116
E51_13	0.7239990741171964	1.1813544545575083	0.9265718039452182	0.2444595582121919	0.1444179749607794	1.315392464315146	1.401907056162969	0.5692916734341554	0.795350970274577	0.9796054691925028	1.2096993503975568	0.8141457799240642	0.6581472991717148	0.9853797402732708	0.9467746565234604	0.4677475029962059	0.8695835328816206	0.4864190285218318
E52_340	0.0118382012067066	2.7689388496878324	0.0019456278488332	0.1065660071444039	1.31590792191626	0.0015451817358823	0.0198262191883294	1.5855091444319824	1.8722591207989208	1.4890093679549832	2.0466143398874057	0.000417298257687	0.0444731801216905	0.0750734974276915	2.3777982322273647	0.0812879524567673	1.889618120791266	0.0014222166267418
E53_621	0.008997662082972	1.6126048083090598	0.0157772479800303	2.1888840262731786	1.914619187935112	1.061559780737945	0.0897046337668577	1.7133934079066366	1.5182687697773107	1.8099217300141173	1.9147222041160057	1.208675376158161	1.6532418853225948	0.0229841049129903	2.14826918919125	0.811696090217948	1.6131996676541216	0.0199432259186519
E54_249	0.1065963461592748	2.147150001443772	0.0603805809197375	0.0989776925099843	2.395641025235877	0.0120964651212338	0.0378346258158138	0.5232270258942214	1.894524591294052	1.9522844203783256	2.6636270656229817	0.0066274792456154	0.003773242246071	0.0138063132554992	0.0470677254928715	0.056323917611391	1.9553758058225	0.0045258939905507
E55_170	0.0485273422512992	1.2818277143012828	0.0542562005998783	0.0108071397816411	1.8564568888396609	0.087385644151175	0.0818520192459981	1.29497522772811	2.2020021424484155	1.9051430148224089	2.4976824403271154	0.129104073428444	0.0063948254810587	0.0024266378888799	0.041528505419773	0.0515141528328075	2.866294059674308	0.0450160167750707
E56_622	0.0025960137919581	2.361912016635167	0.002727239952024	2.051360372466702	1.9721673412565592	0.0115865011105977	0.0111298209622919	2.57287794276432	2.118164395789984	2.105330099676899	1.896875411039514	0.0242863465406661	1.6661564328704097	0.0595401740050942	1.8436360528395463	0.0030601001904541	1.5214562136126104	0.0483752800629294
E57_289	1.68449160435493	2.3423388106375773	2.0018140975187344	0.0878783017710542	0.0191050622000445	0.023252365052008	1.9606897249189128	0.1266858685273219	1.4935807872098434	1.068433416973562	2.618657692079765	0.1003943908277028	0.0004947942537936	2.3856733145677227	0.0020040885630335	0.0118246782010064	1.3102265751813136	0.0040586309353678
E58_683	0.0065595241197471	1.865680059324054	0.0124666905087511	1.7597832495190575	2.11482650935611	0.0064718957460552	0.0127661861970253	1.485062925280357	1.664864721981214	1.944729957059366	1.6330214146000157	0.0420739857615077	1.799632097396377	0.0235127012484315	2.3635980023008347	0.0206203517348568	1.964642104641608	0.0607260523482097
E59_317	2.708837154015111	0.6055809801286826	1.8154536903548784	0.0067460335564321	0.0248762365740352	1.157314067157461	1.644950199403347	0.6598746972875926	0.0104307920860177	0.0114985153263642	0.1205033036880208	0.0075097427762102	0.0060691656101861	1.559112420379246	0.0092265065711318	0.0204182325823246	0.0045085123672982	1.6322063152416717
E60_342	0.0008260089148936	1.9107632056802792	0.0769168893603126	0.0088441449394979	2.431671298232208	0.016992871130743	0.0464287236162548	1.825518180955516	2.037138689211361	1.874886067364009	1.8053972737387736	0.0003284191964184	1.993721390729244	0.012313956649097	2.0648121440499896	0.0764474570144994	1.803805728065345	0.0040573928048629
E61_510	0.0050854919131249	2.694684842647189	0.0500269142653052	1.360948823689396	2.393824654959958	1.4329140509731637	0.0048984271975721	1.5510941890743155	1.9241445470582363	1.4517881533126602	1.9683820575529687	1.924109003878248	1.5737839841658596	0.0761419790716143	2.1921667291175853	1.5301386375117787	2.1958687652369964	0.0067526436530865
E62_20	1.5439856372927974	0.9525688762981454	0.9225750647734502	0.1322449271725456	0.0569702694877387	0.9432854203670374	1.5032178314890414	0.7287100010486967	1.008322840486921	0.5864491890210877	0.5903775254944188	0.3102252329622971	0.1171360305259442	1.646105463896834	0.9155996150817758	0.2463466715228359	0.526651717502021	0.7462598177111395
E63_3	0.9601165175167876	1.0434276235322777	0.789823355948727	0.9020183967570444	0.6365151284593484	0.8602392225239534	1.0476985484646897	1.0812359486110368	0.9083858296348892	1.035211054769296	1.0106162199880664	1.0265156564990283	0.7175876308781145	1.0315763698672034	1.0797115627051244	0.8724735200049974	1.1485728885600834	0.8357897679218934
E64_542	0.0081780607704919	1.7434539695221778	0.0086795534920402	1.3331978608199693	2.1095336022163984	0.0071437218126475	0.0033964772802477	2.071121520312413	1.6009784532855724	1.8700733274480783	2.608855129874214	0.0262660929606706	2.0985404209429657	0.0034862506751678	1.5133491102919363	0.0180661695616739	1.5616787996322106	0.0037025508874031
E65_328	0.0339205458760681	1.4112120988088126	0.0289367122577949	0.0107258562318989	2.1016493864200783	0.0249656507786704	0.0045766177610649	2.45350386399876	1.644071108688781	1.5647897035166016	2.356966385679909	0.0027950486952889	1.2047722844233464	0.0104910929150444	1.6919366937562428	0.0529713851926412	1.7841442090583564	0.0615873445803431
E66_783	0.0703828469683235	0.1018513426890364	0.0001611681377344	0.7686924432131751	0.2527656492316233	1.4009985219316576	0.0561151429881612	2.1539785298195926	0.7418356552392283	0.3080815576419634	0.0101331607862391	1.8337072545160629	0.1970572946278547	1.4300816410785795	0.5114760859243107	1.29056993576792	0.0095743834992774	2.356977539887136
E67_424	0.0293723490875326	1.447073199311061	0.0356743180518094	0.0287202078954749	2.114504303249166	0.006299575101743	0.0503229372924164	1.8659190470782137	1.6754750024417493	2.119246706670676	2.0026239767135663	0.0153512436685786	1.615449011845914	0.0740875912794	1.340601402871532	0.0087414312826537	1.795712751586748	0.0526060150644329
E68_146	0.0054412723289784	1.2213344515788955	0.0047393926832466	0.0085501834052528	1.2535583875999503	0.0385677842234669	0.0208190601145977	2.329969754182948	1.5037509179290298	2.2317879666075533	1.987606613886346	0.1044566060013489	0.0188421769360245	0.0850718512113271	0.0075779465148245	0.0283373907443521	2.204181165696381	0.0073912861935423
E69_447	0.0021319384014143	2.055241382862912	0.0139475221522937	0.5871232057654061	2.332722868930446	0.0112628587515969	0.0170486097479316	1.6845937185486746	2.182129816244474	2.331447243026142	1.935877314179244	0.1060393983648705	1.944845786765782	0.0751297985855331	1.7307677993562216	0.006536395040754	2.293113739746837	0.1205570372840102
E70_777	0.1170786283833675	1.796922948524318	0.0157044623576663	1.3541294085977946	1.893388032836356	0.0168706504144981	0.0330990157134175	2.5762992120738395	2.3986549005250564	1.9162628290299903	1.8907087035641577	0.0479967184396216	1.377786382123676	0.018188222745556	1.4909134652745335	0.0037630829084488	1.5913407527240424	0.0066088474043483
E71_690	0.0412086833313963	1.145654784402306	0.018288648056609	1.5839032707968592	1.6739174905409426	2.1271067447592253	0.0001693759742092	1.6895879423839435	1.2856010593175171	1.5004975624208348	1.30701116961313	1.7677762459106403	1.973812108835148	0.0714923551207481	2.261202703128332	1.027611931391082	0.089883908849148	0.2966958987127266
E72_25	0.5634893694334617	1.210074108256188	0.4260980713185581	0.3243477065123532	0.1599064050456101	0.5354830024275397	0.6712652080039778	0.9830564985363844	0.6533388330501215	1.0584753148946455	1.9320193493551368	0.9450068067972598	0.1726052734136472	1.6102638788087975	0.175953737409772	0.0692364485044123	0.6516281388516267	0.1722872847049506
E73_667	2.069839422576896	1.909374174791285	1.327861192727796	0.0204204686781388	0.0106588545955279	0.5233684351528929	1.65939884822808	0.7666121222969767	0.0126009340533368	0.0047502548438455	2.232450303784584	0.0029589651760635	0.0013785557330039	2.0231632469961816	0.0019514792683286	0.0021419015568463	0.1441751772041336	0.0271940805889192
E74_663	0.0707871874488086	0.614866684898183	0.009795588210597	0.1147387582344054	0.080559568723589	1.794470738985313	0.0141325431087286	2.6127331663199014	0.6621647867620142	0.3954852802435731	0.7152544097870526	2.050352006308263	0.1075914602037301	1.3943031922310742	1.6918790498514875	0.4868320338701858	0.0541030063638262	2.2746502579799137
E75_492	0.0095376050134868	1.6088318503332055	0.0162425626651281	1.4702511059090275	1.6932914563478818	1.797831816401744	0.0012888524996579	2.2090532625581885	1.902768711050114	2.038873068204018	1.982369861217406	1.5617149710754656	2.1814248227866986	0.0164559189233374	2.268618959321865	1.6092857810138326	1.6993327071024302	0.016203267606932
E76_635	0.0432628048073066	0.7235386548096713	0.0055878885105682	1.8067676696523065	2.1701030991327857	1.8832337114776128	0.0063329432132276	1.731122756249815	1.0273426474893892	2.283489937685017	0.8545319536169225	1.9161980866602653	1.6507062127301972	0.005030796559128	1.8875905501914736	1.0117455037398368	1.0723480018210674	0.5178261371918367
E77_203	1.016128338951773	2.2193802915610377	0.8894321495192914	0.0049659987173693	0.074572190057493	0.0838527860952333	0.9328211098145024	0.1845215874842283	1.725724269394488	2.054957420104809	1.5000165108344738	0.0579194985912701	0.0039782299152504	0.0567511883474112	0.0129661397996657	0.0778287896181188	1.90220768452307	0.0063160792590071
E78_671	1.4280358805195683	0.5046522307830675	0.8883453371741664	0.06983124900233	0.002782798060372	1.6226121983302402	1.5232001902950805	2.865972311313216	0.9135426493381174	0.0020590942168163	0.0298974725974725	0.2338969061195986	0.0239807690716154	2.188663333917093	1.1405462673968871	0.6173697450223911	0.020752489349881	1.1703659236279136
E79_742	0.0694178864649157	0.6070603272750678	0.0112958819912028	1.5355179885907544	0.0943039582928399	2.37244050983281	0.025205304048571	1.7625573569689477	0.620902738323611	0.0538058334033802	0.7029094951199508	1.939982121229438	0.0258482500635859	1.6956015539412654	1.933879785367686	0.7822266383975028	0.012074859297417	2.4474709974855675
E80_299	0.0001131429530323	2.0235174387887214	0.0212255933912018	0.0120437024588635	2.452377589930613	0.0333247826818718	0.0400190023012484	1.532769144815442	1.9677361328404208	2.187082138618034	1.7906334394494867	0.0117804603811547	0.0448753847907362	0.0092753660503004	1.6016754028630338	0.0147852636799995	2.3875918363170587	0.017661761900759
E81_169	0.0157524325336151	1.935769968180224	0.0039089207142444	0.0243451321747251	0.2192728513664424	0.0784229295102517	0.0170510117021987	1.881178930156665	2.2993638084439705	2.419757446818213	2.302880280175645	0.0038186917619542	0.0149134400120144	0.0087067861434602	0.0154953744363191	0.0134529309171791	2.052847715283124	0.0468969020430077
E82_172	1.847339654041824	2.063301264881596	2.0461459782942373	0.1126628418301806	0.0177526023229618	0.0219011494198673	1.937482954277944	0.303680990357275	0.0207118934982504	2.0239591828169163	1.5473366605298489	1.3118131369720338	0.0025211578252248	1.6511458129967251	0.0038467120097467	0.0023637629760675	1.5727874759358538	0.0389030810281536
E83_596	0.0129582022376477	1.5016561647530549	0.0559965798337277	0.0042865383735554	1.76129304837795	0.2336546146327939	0.0116232195612341	2.042462559886588	2.272948896438475	1.7019668676894482	2.356113356819253	0.0171965175060226	1.0650904998657422	0.0748299635497793	2.556851031872652	0.0012822062795601	2.6943796949871994	0.0087716583567311
E84_519	0.0133977177818018	1.217652692161695	0.0161553427073936	1.6879454221102863	2.11581302324304	1.8217042296456287	0.0655115872896277	1.8438972780260103	1.0239024216167156	1.9152497874464365	1.0678974043626577	1.970811593884073	1.982965874662422	0.0105336354309566	1.635711534654398	0.9071234525678152	0.1677441463752599	2.036439800572825
