	A20a	IKKa	NFkB	C3a	T2	TNF	FLIP	C8a	NFkBnuc	IkB	CARP	IAP
E28_785	0.0252095807151666	0.0103994923666547	0.0092482272423502	0.0055598438325317	0.04634123162243	0.0929485225514518	0.0050530655671808	0.0130004905542375	0.0107042574964655	1.288357605891474	2.6369965765966223	2.2782567940484304
E29_759	0.0148999539629738	0.0136560581468038	0.0007948921017759	0.0193940308908932	0.0493448106950741	0.0363463714474883	0.0895929269005914	0.0077484517310275	0.0359730122967869	1.9976997023179173	2.2403963543387047	2.175256486452999
E30_364	0.0169928147143712	0.0006522514525696	0.0086140942737712	0.0088115260513187	0.0027732779216679	0.0094181122685821	0.0355357796019283	0.0144943947896473	0.0025204577498767	1.78509273511352	2.075818530795953	1.9501754434738696
E31_282	0.0173025951335702	0.0503479427393369	0.0153238582561638	0.0120901164413168	0.0151125288027698	0.011495816433134	0.0020604244747516	0.1152027437838459	0.0185397802218209	2.21801022859066	1.9272149117177304	1.5587762899691586
E32_397	0.0073073661812856	0.0104450697464841	0.002909171794215	0.0051151039825801	0.0192985342450952	0.0044771954710675	0.0152285949400944	0.006496090762535	0.0430971647709093	2.261925430930198	1.9763051280243216	2.186610123382091
E33_530	1.940326970865648	0.0031925566440481	2.520197368053963	2.129750030363074	0.0840160134597342	2.102635326783936	1.8262854591477224	2.357257352868802	1.9595196238070745	1.52006591819642	0.0095886912212983	0.0013097638551987
E34_665	0.0187906293292157	1.7377219273882478	2.2020250845915235	0.0042595504861425	1.9351965281694576	1.865539519618648	0.0274415145029464	0.0056294853435942	1.3381570979758195	0.1117708798603815	0.0720716830785071	0.0028748114718163
E35_161	0.0021362636465441	0.0011487407115787	0.0329415822098493	0.006414413173675	0.0317456566548492	0.0585493451725277	0.1146654258200111	0.003285796105926	0.0437445677129459	1.6855310550546942	1.8499392309323897	2.216550060762178
E36_753	2.009794198894178	1.7316589592624585	1.9375471583108568	0.0001922201094561	1.348668936800538	1.8468340623524675	1.6739204324876025	1.4411962230591444	2.64554041628392	0.0437662689174428	1.6223145161555712	1.8847007146141823
E37_15	0.5178493996006788	0.3349717759135186	0.510024968281711	0.3911815701665471	0.2921193079785031	0.4547721371917024	0.8375566296573143	0.7794550525937259	0.3318206106670234	1.4044997780187538	1.6329434118820931	1.1040959982831753
E38_743	1.8163799848864697	0.0482334700086203	0.2068473978287895	0.0307024973999066	0.1108004041817312	2.5210921188187507	1.8923960545092784	0.0027450587289484	0.2519572605671977	1.92867190612544	2.129592058648526	1.783403418777877
E39_315	0.0571162914157995	0.0322051776544137	0.090844603021474	0.0486005152680344	0.0031123743274955	0.001160515384611	0.010882259426537	0.008512080621473	0.0287438351046255	1.6851264248720066	2.424687228176743	2.083559772202006
E40_47	0.7739696216417993	0.1683501239390921	2.2491779003881467	0.7782548063389173	1.439969641478228	1.9800898471564925	0.7998287439351086	0.549368052895199	1.7799101369247756	0.6773037458404311	0.4571303381830132	0.1934577080316431
E41_776	1.9195956813772383	0.014076531623213	1.660889804410999	1.805833704011344	0.0109874485027644	2.042326288369131	2.8935179016558448	1.87267634362612	0.9468036041738156	2.312058896093998	0.0168766348419866	0.0087992394618149
E42_392	2.4971130910481474	0.0139608683482691	1.8872548576204	0.0678533607941871	0.004652401808001	2.249211075299528	1.6902630476596845	0.489309995495465	2.1338820527371767	1.8334447437252217	1.513306927756612	1.7436019284141822
E43_389	0.0160099395214433	0.0004711514656068	0.0019223196273444	0.0064650115998534	0.0139830910367986	0.0019663523754378	0.0830081520619381	0.0784472260307854	0.0054923584937786	2.46369193016906	1.6861213489572175	2.286957551929966
E44_58	1.3255298536526994	0.647057817948029	1.786850176659598	0.0110071082662965	0.0192954103532215	1.248084350125653	1.3366899099911362	0.2191899938763075	0.3374600982014065	1.7521816912185209	0.9494011702683358	1.7029501602672403
E45_619	0.014447026187723	2.2867191834122327	2.4226429363997912	0.0606368664382129	1.872917695738024	1.9345107861909183	0.0550039793003907	1.5697613165622657	0.1372736437904765	0.0408082395498965	0.0678772588399616	0.0033089945364421
E46_432	0.0163328878242848	0.0013007311369545	0.001893626189178	0.0040255480443409	0.0201042074897988	0.0236618341837949	0.0033088663148945	0.004929370603838	0.0101868725967877	1.4714398740972892	2.397602722208093	2.2568775244758017
E47_738	0.0404578449612865	0.0102101944876024	0.0090285578405319	0.0017350093461033	0.0034977889122751	0.0086819676504323	0.0019059905944073	0.0089893084366247	0.0136173694658784	2.8873686271448973	1.923260073169568	1.7534012842272495
E48_617	0.0408330927407362	0.0069869041405236	0.0266024234223623	0.0173169487419071	0.0311519878922679	0.004145162832807	0.011943678695125	0.0434051343432526	0.0152057787564187	2.3174210846321106	1.9941615273240667	1.7493664863039946
E49_486	0.002148036098494	0.0299042378818931	0.0099556287137367	0.0428142579790544	0.0040879082198539	0.0184142805125384	0.0193407428478802	0.0083746636163732	0.0088160100317244	1.9489696928811624	1.820464522329156	1.9886922479325315
E50_382	0.0086792565002904	0.0194315959496881	0.007585685801455	0.0048511823760691	0.0141186259747621	0.0226203032376483	0.0015117229703729	0.0077110088655858	0.019452787402424	2.032463032903431	2.0219761525048217	1.9440031015621104
E51_259	0.0122468333339518	0.0495334291765666	0.0087212442479979	0.0003656976259967	0.029604768305268	0.0197183792160211	0.0063121846614208	0.0082063047757255	0.0073405468071855	1.795122726432935	1.668889875043973	1.880963852474345
E52_786	0.0292834325262285	0.0588989125196371	0.0020541385079493	0.0114987749362234	0.0124895035600079	0.0173207278093624	0.0098489420846016	0.0157942420863824	0.0004120260777268	2.1124152616433367	1.6233019674184088	1.740687945298655
E53_525	1.7856799772750993	0.0108240025656533	0.0412254630891771	0.0049365765697985	0.0051221836741887	1.990047422456454	2.266644092065148	0.0120288359418806	0.0032454260308581	1.5232875709577982	1.9660881810329072	1.6535359202322573
E54_288	0.0875602661273936	1.5347960657372604	1.746690240401029	0.0012204965506615	0.3445526912133406	1.7265449714078196	0.3157372331793022	0.0078631624322446	0.5321013187590243	0.206094888599425	0.2214522806379007	0.1165432501835678
E55_97	0.2800215511058214	0.3938957186548284	1.7652134941865356	1.3349437397970003	1.9286531809731744	2.070583883478903	0.1619704508456935	1.1522304410730695	2.3185481194922093	0.2977094828058723	0.0626120504951272	0.1164709859362882
E56_307	0.4133553532037163	0.3919372214622099	1.2499198723308382	1.7181735032576797	1.743516888694362	2.5499047490345896	0.4378246838730756	1.7585327018499275	1.5416564676357187	0.3036997587957287	0.03014947782694	0.0910262303542585
E57_147	0.1533642045824144	1.7837077154409695	1.9225773101896828	1.825243356311578	1.5614285023814287	2.095977709961764	0.4025091402754913	1.659655662851011	1.5675143193480054	0.092409198617939	0.5381784045180742	0.1584084672734292
E58_128	0.0012186572870691	2.20342351497855	2.1772611320498503	0.7378427007009031	1.877610390697076	2.127307983245693	0.018613417193949	2.0079437408985634	1.4141647739851737	0.0029158242895965	0.036209053969288	0.0108654228694636
E59_233	0.4290264517971112	0.0131692378201116	1.85422666952462	1.942430635314248	2.3898776558555785	1.6592345630951308	0.4489086987354734	1.841014920059168	2.262383391724286	0.4373086237466063	0.0138893302344663	0.0213273609972984
E60_356	0.0028298351446161	0.0106054099065128	0.00363197303116	0.0077800310945721	0.0394186563852482	0.0240683685991274	0.0055086764935309	0.0008374047660846	0.0071815763996922	1.646212996091276	2.4700514982714843	1.585411216737774
E61_30	0.8257938428986792	0.559749363505307	1.4179703839595186	1.089131577222922	0.8537461931605326	1.9111159889959048	0.818190081774539	0.5899595596248073	1.2683747039990134	0.3386687847284983	0.6867386479544417	0.4760080046354406
E62_532	0.1034968315145427	0.0448798214451316	0.0046576037553742	0.011900159145608	0.0044792565856328	0.0403625432683619	0.0159797755774651	0.0096179870552222	0.009635145154619	1.8032211781590763	1.962225224081012	1.842996382635829
E63_89	0.0062614425840815	0.0170700817426122	0.2120497556184117	0.001997307347214	0.002499386567053	0.003853804447144	0.0676063603768931	0.027270171653789	0.2167563362550337	2.520655439588255	1.7386101205582958	1.976512718290002
E64_90	0.0121120307775739	0.8854021788402183	1.8913448240372008	1.5466138091595372	0.7655317034414028	1.0362342606429429	0.048419107760692	1.0403784051751983	1.6525062671001551	0.191301347550843	0.9754355453129244	0.8727860092698541
E65_783	0.0007783681019762	0.0048630544447542	0.0057410534173658	0.1060871964337119	0.0012310793379966	0.0020022460806494	0.0292312568111266	0.0344374059806024	0.0059188489761734	1.650491570572124	2.1903058995298004	2.00311161621184
E66_248	0.0034179211538734	0.0064503640233966	0.0452489551450645	0.0275420268911059	0.0097892175786867	0.0253194604586651	0.0038249679510297	0.0018865959036459	0.0192949169662999	1.8095297667604773	1.635840106571528	1.9366082618377856
E67_161	0.0488257105525178	1.3262484614925023	0.2054783374008535	0.0128975798081552	2.1789041402410767	1.7275823020665553	0.0529912406103859	0.0671274144405015	0.024170996942117	0.3731346858038777	0.3758783603038607	0.3005398949203159
E68_642	0.0013039760494842	0.0070765112557884	0.0127535747568336	2.139841626089284	0.0451228341903415	0.0049408563397218	0.0291504081378224	2.098366928870334	0.003068185992444	1.7438868195502435	0.006961954944181	0.0003766104292472
E69_377	1.7807536579091303	0.0072912019545714	2.080267505718288	2.2950283553367985	0.1377966763095245	1.6053849906611593	2.115960269115852	1.4342817418493086	2.685565571149536	1.840817291288434	0.0780156372864329	0.0529683890562063
E70_207	0.0201451049293279	0.0027706276488678	0.1959255896036024	0.047986797891379	0.0010532541180336	0.015856289930821	0.0048676812386212	0.0022620724277433	0.031142847293978	2.027889980564995	1.6380590928903636	1.8731140692796424
E71_417	0.876078426890218	0.0067117513204151	0.3598056835741833	2.5845426667380647	0.5993542865033153	1.7255069828948224	1.682281106810108	2.126658779343669	0.3378989121874189	1.7082273417637146	0.0028520356909675	0.0336459971858055
E72_562	0.0049281387869092	0.0170130407447042	0.0052612120753533	0.0220013026738393	0.0005619390585554	0.0094812857345967	0.000401131434963	0.0272495100641677	0.0221089155301859	2.256400723856141	2.1721159833219925	1.7026878905097675
E73_542	0.0105936142310669	0.0040048229235697	2.010679458236277	2.153539074351598	2.382027083982172	1.676973117370281	0.0006456814331141	2.186266324402397	1.865294308162396	0.0095644683120005	0.0050989580069124	0.0028470745079019
E74_545	0.2085749230249877	0.0146270392141977	1.4971373142489122	1.748854840148913	0.2570669659673902	1.5840061982577704	0.4605455228376844	1.82791050077747	1.840543050730597	0.291528826583111	0.0181929744918092	0.0514053438693324
E75_354	0.0050367527851545	0.0051584737997779	0.0037564161741452	0.0111138539340277	0.0001517792741752	0.0004067332466755	0.0037961112356787	0.0316553647377089	0.0310975716626197	1.9895369030384569	1.9282702578433213	2.127206130455406
E76_797	1.301184150781681	0.0497774289958827	0.179835221093659	0.0052998131329905	0.0779603547781065	1.8697530953876569	1.1264139412593572	0.0120354660408528	0.0878370839191869	1.3131045022307035	1.813395216207092	1.907710411973296
E77_622	0.0353802699314437	0.0252191119175216	0.0352135590714497	0.0094322017975019	0.0156640654370346	0.0185114922515169	0.0151644393972999	0.0035579890471265	0.0500245252012883	2.824994210161951	2.0327720611310625	2.0941038481241923
E78_281	0.0081562613474486	0.0213930764260386	0.0169554655586196	0.0047052638860548	0.0306752114706085	0.0006579236869371	0.0214239187471672	0.0162183514666273	0.0025901089667092	2.3118205121247875	2.2297973045253148	1.818305973785024
E79_227	0.1921918601366688	0.0349075646605791	0.1021933334157454	0.0730313534601679	0.0677869364375274	0.0050157851932599	0.0267080084343437	0.0022389403239696	0.0995964929733112	2.0581386826450303	2.0006409514263623	2.2772518617473247
E80_609	0.4682919798629708	0.0119393832881013	0.0412028653462879	0.0047526214021198	0.632622653236357	2.3502743465575264	0.728829562001615	0.0375822560139611	0.3646059907191726	0.6052014934361957	0.5684757262362324	0.7560884662681436
E81_15	0.6466609495575232	0.3235807157208084	1.336573456284558	0.4969258491699595	1.1318628614812027	1.0018687255625152	0.4807938772201874	0.491171558316928	0.5739376860462336	0.9154951122117618	1.0216566891657513	0.7125549875321615
E82_90	0.0023648636717566	0.0082703782753962	0.0502900219973852	0.0417023696277594	0.0348791370787275	0.004574722889529	0.0153045368400272	0.1248753044897905	0.0069417953543463	1.3524389395619942	2.1406062307393783	2.049543109699261
E83_723	0.0089209303228542	0.0198542160540942	0.0227601354157028	0.0085048179779492	0.0004004029045802	0.0061650789735416	0.0031213575474888	0.0832384875936288	0.0172713981722204	2.436975633122365	2.546922732756538	1.5691610350508265
E84_124	0.005861202667805	0.0851639559329116	0.0014912615390043	0.0316178989349192	0.0068384626187874	0.0419988199620956	0.0444216775458187	0.0223711570030277	0.1188490314135278	2.1235478879094183	2.183060256482249	2.014329274292628
E85_5	0.5355799631811393	0.5312398173066382	0.857128291240734	0.7626030054390802	0.933717310762062	0.8358952095847143	0.971668698884564	0.7648211355391075	0.9800831976058602	0.8642812125374923	0.8239187187865077	1.0273234871039634
E86_68	1.5460598091968143	0.2227944471783392	0.648081677126429	0.0092652512855949	0.7386232890964795	1.141206859753301	1.2248577912584848	0.2408432501531573	0.8227230267995845	1.8166011065450969	1.9181235557489484	1.2768882164133817
E87_22	0.4992688497701574	0.9628066182611278	1.0349237697814575	0.0548777437338803	0.644896212072884	1.1202235607738094	1.137078197435492	0.9660510920332864	0.7254242560836905	0.826044872049581	1.039021631236278	1.6004643625235486
E88_537	0.7395544504123293	0.0149567011556743	0.0061564309651851	0.0065205441802363	0.0064161665578115	1.3084722972001686	1.2199353109740574	0.016654450944172	0.0214098956141587	1.6525679381201448	1.1851206380602408	1.732517023804068
E89_153	0.0241309996222291	0.0049317976345398	0.0035516097324873	0.0030453095146333	0.030818486690212	0.0141311245029735	0.0215869240593758	0.0051384208164841	0.0060583797375381	2.251403955413675	2.1169697990773177	2.08669738650474
E90_143	0.0022215253152621	0.0068807928722678	0.0075151127602965	0.0502031970721142	0.0087059648372464	0.0041795290362163	0.0059633155244575	0.0025635768645417	0.0061850285667849	2.396988101600144	2.31866979681873	1.411761408036223
E91_631	0.002450304732546	0.0664451318170328	0.0387723421353081	0.0038828629374284	0.0072633368125438	0.0104310036966795	0.0287715210463191	0.1144685967031432	0.0198083381034175	1.9788864107400912	1.811382591748098	2.3257749220549764
E92_616	0.0112622761868876	0.0100705786308633	0.0261988203379314	1.828777303989312	0.0054414812993668	0.0075540185728763	0.0011720151310655	1.459809778832425	0.0256110935802692	1.8617603430233125	0.0267470201489287	0.0012701544217733
E93_536	0.0039431926532258	0.0016148431700299	0.0216746861003272	0.0331267805081443	0.0150006202372825	0.0002354063562346	0.0059118902917134	0.0383596155590546	0.0024869457704058	2.332485771665372	1.6294328640916025	2.5937625534906674
E94_129	0.0302450709522429	0.0174286114080874	0.1973919929086035	0.0372976907200727	0.0377876186363635	0.0906261999254152	0.0207632364793739	0.0550479807180106	0.050495981939122	2.2101610131729146	2.064727583274236	2.0995389154395543
E95_604	0.0110336732507111	0.0125545988411332	0.0068430083091454	0.0080660316112962	0.004904349767352	0.0121134783539215	0.0705988409638889	0.050664339056576	0.0210276582874263	2.126986322430048	2.158279882002572	2.2374616314295603
E96_73	0.5065591223944983	0.4156647470974229	1.5026722511455388	0.4546327437227921	1.0295952310418863	1.5693064563501558	0.5632233440947434	0.6696255537415736	1.5017735666113994	0.3259395872727824	0.3838725510879197	0.2587276766087548
E97_511	1.999317009003868	0.0434492508686061	0.039930207450627	0.0205549076478659	0.0406867587313888	1.6444141042679898	1.89674646043044	0.0253671510919336	0.0996435607079855	1.9621496430665373	1.094658105819677	2.1166593060470524
E98_263	0.1906391462926372	0.0208966642247545	1.7613630528719055	1.5319223012406442	0.2692466463926199	2.298988785224658	0.1206102959627497	1.268763681399078	0.7486262970505979	0.152566855413032	0.0030449077527746	0.0097445383919929
E99_364	0.0078044331340534	0.0079116854178738	0.0393230585245761	0.0033544316720912	0.0119946783601106	0.0043891851573003	0.0037397009057417	0.0120712817305424	0.0022193300452578	1.5559554531353066	1.4091049523601666	1.6465955227472997
E100_564	0.0033991239077816	0.0205716734542747	0.2388489623348583	1.932880590875488	0.0189593707911946	0.021599135595966	0.0008012446465185	1.9389993263429863	0.0520360263011797	1.687425491639328	0.073217969462808	0.0313980403741466
E101_455	0.0097311129607538	0.0023956477268597	0.0054533997698714	0.0531555871268568	0.0251640623810656	0.0085350826676361	0.0041906141264249	0.0069492280924978	0.0024944751003877	1.5671585814174973	1.6494092013685802	2.1283694909306985
E102_735	0.0010091354860803	0.0055575018467502	0.0070107531241333	0.0257472946114104	0.0165900300507617	0.0049851265897246	0.0145081641941874	0.0161433324565012	0.0095619332265828	1.614081066735382	1.8618442944064253	1.72451530015265
E103_478	0.2396287086885514	0.7085546733754838	1.3304137460458405	0.0852251508474444	0.308055115308497	1.557961556662328	0.0231892416029099	0.0045526388663032	0.0006863516808685	0.0336727470107214	0.0290027516683641	0.0131947418089512
E104_92	0.0030967605233575	1.0227292707833704	2.2036734141158205	0.3003158592189401	1.7942061333316617	2.09053852311023	0.0156903669536189	1.0650104644097909	1.041657047655992	0.00303411679175	0.0035152816445936	0.0179943176207259
E105_507	0.000927279101258	0.0645476758210427	0.0085749849540769	0.0137899296273689	0.0010194059636207	0.0220188081795908	0.0086316467537988	0.0079303668166603	0.0144787129632037	2.194475859734537	1.670385216987639	1.8563118064462705
E106_541	0.199057630666291	0.0167254333557119	1.287794494226923	1.930978960844088	0.5595886893576865	1.6889014174113353	0.0511065728206954	1.811261806648663	0.7330649917662477	0.2204963252486986	0.1430422018432134	0.0116344429755053
E107_176	1.7764728910357168	0.013098622102501	1.2963838362678777	1.8787603255333285	1.2560699579114942	1.895568090856784	1.5610098442512506	2.5092818669137373	1.421788346109967	1.7359885918801463	0.0201302363315617	0.0695714860090927
E108_41	0.786250815962751	0.7242781870825818	1.357237161480488	0.235361876286429	0.4466268822684293	1.7672664585206432	1.073273439157771	0.3383568015998131	1.1018982225360532	1.0535605030197144	1.1861523142146086	1.2929751606662183
E109_629	1.302448346298164	0.0227328837729519	1.5837868507583086	1.5908366551909536	1.7531746478013286	2.003393223272354	1.5843549373338237	1.769419996121094	1.7850086267385672	1.7039327908312314	0.0102810395158046	0.0082662829590018
E110_314	0.0024820621038406	0.0291867851599001	0.0875655482637884	0.0318542972470079	0.0495492117590911	0.0031901910846795	0.018274548014776	0.0024842388233785	0.0557159423419828	1.9730294860531008	2.522382310912109	1.601861497222577
E111_772	0.0078054481295212	0.0010315072124109	0.0164471513238887	0.0243892465039439	0.055337295325755	0.0093192131718978	0.0128319107940605	0.0206001370776154	0.0388104397744161	1.7514351583715717	1.6683093281219885	2.148625144601892
E112_325	1.6762023350429045	0.0100087376761593	0.0610663891676832	0.0148756315382908	0.0457037421014907	1.6897905319457989	1.8577953986203448	0.0113489861278972	0.0168446819781051	1.8274789650190704	2.3305295555148144	1.31021874861987
E113_599	0.0033110933845802	0.007618075025396	0.0052776917656993	0.0055065036656602	0.0178874802684928	0.0559511571466866	0.0184198614832167	0.0277254056385827	0.0114930028162322	1.7444879119422472	1.7664042964340934	2.200088200478569
E114_686	0.0077507822397553	0.0005709615726684	0.0098588961864612	0.0031517834931986	0.0358331232378165	0.0097391541876828	0.0031548883484764	0.0537014943638421	0.0548631227765935	1.9114899221360824	1.9104099598190567	1.903322725616784
E115_634	0.0208642710420579	0.0014434059098356	0.0061170275142755	0.0443782275843313	0.0033026868462135	0.0634960818542405	0.008532227592757	0.0114472214392811	0.0072542578459063	1.5889634213620152	1.6828581831989136	1.9507384437435933
E116_256	0.0052526053943215	0.0026772541140855	0.006264633147914	0.0280420633419751	0.0466314048863084	0.0556281227996173	0.0117751507755532	0.0028657091515765	0.0564067499278088	2.0726967837669688	1.6683408452563682	1.6366344976213103
E117_113	1.166230368636322	0.0468594236723111	1.3383523747127402	0.0119269390703202	0.0407694753481915	1.861493325045252	1.0953552558812785	0.3406328752554441	0.1040719873397449	1.2083136672155337	0.9288221945625544	0.848748595464501
E118_5	0.9438379742409296	0.7929838050179845	0.928802994037284	0.8453924187051106	0.7363781913433951	1.218633148279509	0.7106698934598462	1.1184209940413006	0.5001732432362308	0.8676492879092138	0.9586113556202176	0.6642065588319098
E119_650	0.0063241645807335	1.5014568360952665	0.1662448338112515	0.0017502407573093	1.5397293452240337	1.6672592899097411	0.0022286933670363	0.0184677694781415	0.0014963090934388	0.0147993023287467	0.0035849705730983	0.0869893364222434
E120_645	3.217879174790617	0.1377750450228306	1.1990221848629072	1.8139630637364383	0.8214518458238907	1.24322524717501	2.072700368279832	2.231483279142332	1.654566024450027	2.705368937053048	0.5290257088731173	0.1562069516257687
E121_524	0.001235228477038	0.0513829032781012	0.0684799780395926	0.0262705228229635	0.0028551645086715	0.04618699854721	0.0023266499322421	0.0102835906108317	0.0224390941345689	1.880991679622528	2.398180748747879	1.8149102047130263
E122_643	0.0150533326077552	0.0220016925073648	0.023952058161338	0.0004883930356096	0.0036720536584936	0.0049354132658336	0.0076542194084934	0.0210149466839436	0.0250579285370945	2.4743717122737348	1.8299151826728688	1.5246273066116964
E123_165	0.0164042677913555	0.0107514575564604	0.031127369064572	0.0380098671653046	0.086302144698174	0.0147671861106782	0.0008083497115869	0.0177430529678366	0.014077045466846	2.7622328708136776	2.049225936786439	1.7734113902875182
E124_373	1.7803065236951583	0.0540925449613332	1.8728104403999484	0.0051536217141985	0.5950968305970017	1.2918936141486428	2.024466816419033	0.0310117465916117	2.9254854462411286	0.6442868189177767	2.1233037309683533	1.4193933658891298
