	AMPK	Acetyl_COA	Circ_FA	Pyruvate	Citrate	PDC	Fatty_acids	Malonyl_CoA	Glucose	PDK
E0_784	1.9284896696895493	0.0128282088536282	1.181652051151289	0.279473277595369	0.0063443347653052	2.538588284638961	0.6674514213053683	0.0099353257332787	1.102543849814958	0.0012932133880417
E1_439	1.5936567149927428	0.0624963786886841	0.7743824045988478	0.5076792022483102	0.5719013633112181	0.0279843581640518	2.4723255076026494	1.82086424514104	1.145608547991797	1.596729338359262
E2_12	0.2895149605401653	0.4977056182736516	0.9580998543971736	0.5613153880084841	1.5269872657426908	1.1507666807289345	1.0358320153526233	0.9308338067428809	1.047441603424717	1.010209619479142
E3_414	1.5022168167268284	0.0354302869881901	0.6529387555885414	0.4539064667794769	0.0290997980563288	0.1394584942057499	2.1102966208860225	0.0416570986883148	0.8725155307419215	2.286276790240008
E4_54	1.3845364559956708	0.0978129562053892	0.5284927167536773	0.2766099683482239	0.0439181871137553	0.1314885686161768	2.082877241669728	0.4765740424210298	0.553416441864763	0.8670477288107595
E5_325	1.330708547852506	0.5887007776643884	0.8960276231648869	0.3453340748965779	0.0367320563727789	1.4162813693570395	0.9685073707969072	0.001975843660407	0.9865906045415312	0.5604378968898334
E6_614	1.6917724548567905	0.1335246133469022	1.3556548376704427	0.4644390346547465	0.0360858359091035	0.3610236608435047	0.6116766570965524	0.1072662135830504	1.3608140642071678	0.0951266812313072
E7_206	0.5008085392534345	1.098426418169994	0.4756738308205718	0.4724806434965328	1.4164726551747016	0.0632346857954555	1.2337734194780765	1.4798772908272886	0.914791420476654	1.808931343960084
E8_63	1.6281765456980333	1.396852863683246	1.2850966302435998	0.7555882567853489	0.0586439686017503	2.4765161308258787	0.6389908515442859	0.0905399307878376	0.4875751591230935	1.5266139230475364
E9_626	1.2809231117577555	0.3909820036116515	0.9721889086221368	0.6297266891727938	1.044811776776058	0.0138121991904149	0.885084400008439	1.3390751340773113	0.8148725704713794	1.042730126234561
E10_623	1.802352145562116	0.0078914652959855	1.4382167431260413	0.8771775193540381	0.0484729520523248	1.777095959418573	0.5972376806416478	0.0018525206271066	0.3654520606472168	0.0068726645020166
E11_596	1.1554334823129433	0.1105537353216595	1.155056762029584	0.867258062682864	0.5487062419210981	0.003364652925086	1.974951343495426	1.4584562630064606	0.6956671573087021	1.2063230259674211
E12_262	2.0839553468739	0.0186697331359033	1.3475220758874844	0.4330500942963641	0.0120746970363003	0.0258851338074435	0.8655095574292402	0.5539546855923436	0.8737362359521283	1.8270585100984933
E13_348	2.936998754946521	0.0110431001888636	1.744048470224375	1.1397345445463871	0.0022526043679792	0.0986233272133735	1.5278047224631477	0.1956012323248696	0.5446138338005491	1.8153874461964337
E14_185	1.5660698934316162	1.9217499914647096	1.096764724374217	0.8274457296574893	0.9089004887537342	0.443868033358223	0.9382511652986448	0.0257920250253939	0.7437023599487975	1.466629530372851
E15_424	1.7715003392821276	0.1283411855724873	0.3865434708226008	0.0797307477235318	0.1119803924501249	0.0367568331923198	1.3670657801384578	0.3569597080278655	2.0344914868726875	1.5935416877867663
E16_44	0.7998848872046881	1.3540607079538334	0.9709431220071808	0.7756048588753917	0.7684132480449726	0.394747198865562	0.6118562280320896	0.3199003647902831	0.6819384642806424	1.282771603398144
E17_221	1.6978948561572258	0.912231228687468	0.7792058206628153	0.4745154082985565	0.153305654821936	1.140983233394549	0.9202365247721956	0.0664898708630674	0.9325472697512702	0.8802282829564565
E18_397	0.898904899097063	0.0578520724288824	1.1803745360437607	1.599955753268064	0.8731874435883521	0.0034394145092888	0.3357100240197989	0.7640602567648352	0.399339356922177	1.3117008135498194
E19_316	2.001144971756041	0.3281883229703127	1.138809048427161	0.2278345602008307	0.0309062811479815	2.508115492793924	0.357235077933247	0.0019741743680955	1.1969854518071188	0.4453163143282612
E20_472	1.0683781973415376	2.0093057789864788	0.5909518760516289	0.5996395289883861	0.8493662591405172	0.0424572450985236	1.3424429499283337	0.0207644915406366	0.3833507232573804	1.7124364492519684
E21_456	1.7471551289261236	1.4986960577645445	0.6351224040072093	0.1170777896678993	0.1676059772706782	1.221842791821441	0.8684771132913912	0.0041543972389537	1.5454329833546974	2.157791664497638
E22_31	1.0331433574918307	1.5088635891222182	1.3634743617799352	0.6986377162969567	1.3464711852222833	1.0431896809464205	0.3513635140827886	1.3309257215725054	1.2367404679599796	1.905969576503356
E23_37	0.9171012155156484	1.7471975520398773	0.7740063748519096	0.6067550730531681	1.1758470915934494	1.9887414629954248	1.318041304444593	0.737447818468154	1.202639852379071	1.0185389924225017
E24_344	1.8359231874296629	0.0067199026540181	1.018272422745876	0.606422225952535	0.0681635044444834	0.0350991812101727	1.469510545347213	1.5684236411742167	0.8493534346865133	2.3599809795911826
E25_223	0.7797834728198879	1.8005101290349503	0.2542789878832294	0.1283406943316606	1.288984179031294	0.0880965935255239	1.4276346903687422	0.0233002986048099	0.8113979168155789	1.1467989156209322
E26_354	0.1714936176609841	1.4444258998534474	2.006274429729128	1.914061580829972	1.902032589797003	0.0080723097091152	0.3601855725887976	0.0042099286762591	0.0479302619399838	1.5794341777206569
E27_375	1.75915665883218	2.34225661034484	0.1326328387259284	0.1201593274032119	0.5139746707293329	0.0451780857711933	1.792890431897537	0.0089093146455608	0.9693643996919024	1.6330979488871165
E28_196	1.7614623328156844	0.067544137454329	0.6618439262937574	0.5372353142574777	0.0025214244226679	2.430885127245684	1.4555367845946716	0.099401230516995	0.5899221404555813	0.048120569202131
E29_790	0.2024688341385561	0.5475812706388216	1.7874728170378051	0.5474269799154351	2.0380234257289707	0.0130373488081855	1.2313678698599209	1.6536050721423343	1.7413944904083154	1.846589530532156
E30_500	0.7966978429810729	1.1491557189029955	0.3386392572392264	0.2837888242340477	0.6219842260551403	0.0099807936008976	1.3388810406069422	0.8141249972898393	1.18562707688466	1.3450293905026962
E31_375	0.0566701187303252	2.514202175052432	1.0904536765366664	0.1661035698485493	1.4484569477637408	0.4506589290382526	0.6340020832266692	0.2594551424880467	1.5906305766174702	2.080066833551841
E32_563	2.0977141800311534	0.8369287326841378	0.5053262264505429	0.5897962733723243	0.0550561179064987	0.0038697979016018	1.4551953596277278	0.0358806907022436	0.6900034600174367	1.0487733401405246
E33_619	1.4668125944650887	0.8331724661216162	1.639228270496632	0.4987120181055964	0.0253793185435589	0.1218819630002971	0.2335252019846812	0.0214131155239417	1.3429830176189848	0.1653417060538458
E34_552	0.6358627129494743	0.011049112011065	1.4166700166947568	0.5050665995529202	1.419158649141271	0.0260123944957685	2.4540473550859923	2.111274733698449	1.086789233896743	1.8315042351698896
E35_630	1.0513404919418263	0.0403386198315355	0.951723398675702	0.1700339138900868	1.0590640124526418	0.013687777479775	1.512174456661613	1.8795269974423408	0.8958011834340452	1.873589184460153
E36_351	1.8447775323347768	0.9628640991464844	1.4842622844750506	0.2659735764706285	0.0167445141015082	0.0070640329960036	0.8693926622838044	0.0372258231726411	2.0658028055447426	1.6014070860948726
E37_647	0.0900391792145854	1.2926848496737402	0.7005475811754707	0.1782229613646216	1.95605291841021	0.0027157508910301	1.049970631117516	1.3621488424789348	1.0763699191849905	2.2086355677446607
E38_644	1.3622293552367797	0.024967016159734	0.931380083901312	0.6276757208513445	0.8231719878322296	0.0086505326276799	1.3211977598581324	1.2006936982577288	0.6883068858524275	2.600383764557416
E39_724	1.0497761810661803	1.6786236153662206	0.5248313356284126	0.2652263554672914	1.002075998572676	0.2987574549642329	1.844334308253812	0.0356705391737074	1.5474810356188613	1.6905994236048152
E40_678	0.1114021242271068	2.33916865299392	1.1749113185900089	0.4486947047549454	1.591080404259868	0.7134690765214811	0.7771862843478524	0.2529352248869013	1.2090821669829772	2.243021304626533
E41_359	1.944718451420563	0.3486302108364584	1.0442369285796085	0.2811661265563789	0.0032226588639129	2.2643953252615345	1.168867734247056	0.0005981129984971	0.9378904472455486	0.5152465601005316
E42_471	2.21877210533345	0.4723981790360601	0.1753246219502396	0.1222794397217594	0.0168378072557387	2.143638937366102	1.554988543974263	0.016424621762698	1.3375588146802897	0.6834392523253326
E43_339	0.6423648793019426	2.311146904444777	0.3594012953239919	0.2873926278284452	1.5480406787462675	0.0012520225891821	1.6570199417575693	0.0759712672178558	0.2562668611525976	1.8454923474397489
