	PTEN	TSC1_2	S6K1	PIP3	RAS_GTP	Erk1_2	AKT_T308	AKT	RAF	PI3K	EGFR	mTORC2	mTORC1	AKT_S473	MEK
E41_283	0.0398914249705296	0.0018742963711659	2.178761874563072	0.0383702773492535	0.0315727737855081	0.0204138706398416	1.7664042565449032	1.766204988597822	0.0232737417660872	0.0232881440577013	0.010939832102323	0.0644622013314115	1.7939094263440023	1.8732701847100284	0.0170080295149103
E42_759	0.0004535350176966	0.0167464242030742	2.2318119102168024	1.4474712108283585	1.998463583692967	0.0129099146064198	2.095404216665454	2.1252640603770603	0.001751515268437	1.612704897009344	1.6485811896562903	1.9889902122556653	2.292373326807219	2.3692476307468	0.0661610406474779
E43_133	1.3889061439991512	0.2921749259170797	1.3840947889860096	0.0106925355127036	1.891665039517796	0.0115375114657861	0.0171291755944974	1.8908215313605217	0.3939497379421338	1.6785197334309458	1.9730225280272564	1.4639641045994474	1.821468222061888	2.2078971030146426	0.0722086630580997
E44_272	2.077232413950345	2.3192695897406743	1.9443767482391383	0.0007505682894661	0.0300642236991321	0.0516595550517066	0.0362852040520469	0.0244551942661044	0.0584525765994847	0.0128691336129084	0.0005274666983146	0.0024008345599395	1.4894975485066004	0.0011362670100363	0.0328137631980605
E45_548	0.0400556027421824	0.1119565074983503	1.684269398316372	2.307059044275387	2.0219455895317537	0.0066113443006202	1.5569099678105032	2.7663210379436305	0.0373932441100285	1.9401378162028529	1.970439496498909	2.0163416263126632	1.7438574451242392	2.032119722266493	0.0396930986250614
E46_750	0.0148316759726645	1.6091806886054687	1.8582678115726423	0.0040706004703592	0.0003302533527835	0.0241714691842676	0.0079194068365029	0.0063357134772479	0.0197059285893141	0.0166675521320599	0.0005464901868802	0.0045263388863025	1.7413033856649889	0.0034658574913589	0.0057236382020823
E47_733	0.0098375688197406	0.0568309578239647	2.3176609605178884	0.0005548165588637	0.0018831167053287	0.0488946435942307	0.0066026962172371	1.373945010512872	0.0105342783591998	0.0035501487745234	0.0976508120985042	0.0515111058834528	1.9582518535145697	0.0281369626502375	0.003860045360795
E48_418	1.998068435504086	0.0048990696875658	2.3279919916822625	0.010061583515013	2.280123821705161	0.0219211453320637	0.000647324118632	2.1546869606183296	0.0484324762125358	2.5166793744459994	1.5065912657869935	2.3402623791480104	1.8319025537614204	2.11507382420569	0.0182312449293967
E49_613	0.0154769723366689	0.0437822208362526	2.4261246578749	1.775735033891976	1.7660293010518058	0.026356371347106	1.707631461232901	1.5927199407698351	0.016135781430785	2.0183093799269773	2.73201941630418	1.8512658266731723	2.0659586196967306	1.7463205336161969	0.0065954133519772
E50_529	0.0007307245027679	0.0054074117429052	1.745968296946046	1.6208890315343985	2.1237699757457564	0.0040155069525151	2.146573762945314	2.140874918756825	0.0233265840209755	2.5352773297966023	2.0157904493925902	2.220952014336889	2.2890647530264205	1.8476402707437245	0.036071017239968
E51_183	0.0071401723832872	0.407374096195859	1.4189977282110653	1.1542436863363947	1.7751446169567713	0.0209944850042982	1.0795524812598682	0.8070341775549803	0.4190705164576594	1.4910954362230355	1.845808601164573	1.2759530907006085	2.267695703969748	0.8721523879484738	0.0188727524049707
E52_352	1.6409190083056575	0.0489124927836245	2.555961814818245	0.0033157236275438	2.3424292400255182	0.024445701961338	0.000479314879677	2.5900790364829978	0.0052005531630106	1.846876231175585	1.6135897792056575	1.4994116921276597	2.297646709300025	2.463815541625374	0.0025016681258766
E53_432	1.7230664882053048	0.0383494954410199	1.688206148129621	0.0177527228891036	1.9094282664234288	0.0174903398249842	0.0056627970310915	2.1580791346772843	0.0020537821599665	2.553771940065244	2.003768514090645	2.321857256361945	2.1642219484071425	1.5655789312107478	0.0702994717732655
E54_780	1.7978882839286083	1.6860350082566125	1.0328628425664772	0.0072673419748331	0.0019701600906308	0.0241746047488184	0.0159875124323689	0.0211825339570636	0.1272730532444229	0.012470379291818	0.0568839522250228	0.0069177614733645	1.8619971937541764	0.0037021777044032	0.0147881334639595
E55_704	1.816394966277881	2.2719798840893173	2.15253525635837	0.0160779322721716	0.0681252363569129	0.000433589059742	0.0061236467257609	0.0078422763272032	0.1401918192005954	0.3237465747662475	0.0225281449405194	0.0116931216955896	2.284960505281502	0.065800164964606	0.003185184099568
E56_208	0.2043772360717567	1.4721128896750617	1.7447256785304222	1.4306824265821667	0.2266836153916215	0.0509870360184325	0.6702789041178369	1.3841784625807885	0.9414391218602992	2.1897184442861604	0.0527542321918468	2.061327880288802	1.5040031233349471	1.466706889602619	0.0057434854903904
E57_164	1.6309733250424063	0.0105197837835732	1.7021357136594828	0.0028163626132121	0.0034132887914906	0.0014037684314837	0.0367833793561278	2.082411602262692	0.0059692272692368	0.0010884960470951	0.0066471006549017	0.4158433315363707	1.9207007732535089	1.382387206046216	0.0071099505325757
E58_590	0.002716169715151	0.42548128246014	2.4559089202077944	0.0350863245351087	0.0054578882203296	0.0019028615015723	0.0782512172580534	0.0016647385342502	0.0366423358218976	0.0231210313473334	0.0808241300517643	0.0079254108808687	1.8696312061408584	0.0012210609893344	0.0069128470369709
E59_135	2.153635714690908	0.2403067031851831	2.0121254780940903	0.1650141106018485	0.3422566490207064	0.0333012777777755	0.0007557409149945	1.4724818594310238	0.0163580336073073	0.8013410931427144	0.3261252066387485	2.184549445307056	1.8026704138178065	1.6800834646882925	0.008289898944239
E60_613	0.0377880852070728	0.052720556552565	1.862354329421417	1.888082186765264	2.203813503178638	0.0116948764751784	2.055257887536075	1.8989471390156645	0.0159503962779907	2.320027381003977	1.5368247052540434	1.913224522338952	1.681309762952833	2.3363181483834325	0.0432207684625733
E61_290	0.0061058766624257	0.0408580267376015	1.5727470121591227	2.196858617444235	1.945031935741902	0.0059633096945184	2.192119211944571	1.7717906990554693	0.0347479751917213	1.8951734784391896	1.440819915699432	1.991647404002287	2.09577044633862	2.3649391533557	0.0045260839588784
E62_714	2.052233149144051	1.2978943804465628	1.860444767028106	0.0377426249439652	0.0280257018746871	0.0137983345232755	0.0204728334538503	0.0013884322173283	0.0452461597946343	0.0402752752305485	0.007816251217017	0.0033624464852051	2.014848911847638	0.0039179071378672	0.0092135970570432
E63_461	2.046540366265583	1.9720168089104224	2.3236691384317583	0.0207683494132795	0.0247771400801241	0.0092877268942627	0.0109358205240803	0.0118750505850227	0.0811108288568148	0.016280434269187	0.0060903233506356	0.0005131001890458	1.6267377120670758	0.0653417293534569	0.0179125681220029
E64_144	0.0320266934098907	0.042893018654162	2.008172039750582	1.8845467070144355	0.1150733446621197	0.0490865609798511	1.0905409932105343	2.1384503014124525	0.0173978772866138	0.6912448255862023	0.0010711908138304	1.6876037808585471	1.981335632420912	1.859637313823867	0.0054974852502959
E65_724	0.0094277392974839	0.0306257700556747	1.979630762835248	2.4174055801433627	1.8327114858792484	0.0023020758573693	2.3226700513226386	1.6070777962024592	0.0264497718530175	2.631049222083936	1.7668056701308936	1.5047619259016105	1.6004529794968023	1.661225432175426	0.0080359612869664
E66_79	1.6389945615112582	0.7173060750722504	2.423398173431341	0.1978009423623474	2.574454014140738	0.0818212365561082	0.027133222637009	0.1113566016111007	1.1074739110219565	1.9676923581401204	1.5215665421472964	2.113363065861145	2.082040605652126	0.389792209104321	0.0256781505675074
E67_371	0.0008147078341989	0.0013937740416416	2.138987909844723	0.0176115960043812	0.0387751305394395	0.0004711147379248	0.0076828209841392	2.165412793288188	0.0005679285802384	0.0148540278539384	0.013593898350335	0.023899438511087	2.106740628484041	0.1103381461509366	0.0011926848771333
E68_474	2.556161743972869	1.164423292733448	2.021940438112753	0.0013389828294646	0.0053286482692397	0.0042637643462368	0.0072741551978767	0.1512303279967098	0.0299944026559157	0.0010797264513833	0.0088060800138838	0.0332847322830254	1.6225015166962793	0.019432544355355	0.0304072512025289
E69_232	0.0006024447276759	0.0081542324985752	1.9030203249005648	1.8004540018655246	0.0136196274619623	0.0042190636808756	2.2465881108787724	2.6441800991149336	0.0130566695118705	0.2452123590289925	0.0053976316703002	1.474719138064361	1.4634100187579868	1.8407414690350457	0.0040808913184641
E70_740	0.0074092804350535	0.0049770794386965	1.9851304746975749	1.7813304757022124	0.9409557579285152	0.001080169134277	1.6119861654276135	1.985356497107985	0.0667731756062236	2.018130369817878	0.7630063794903404	2.0144610182461795	1.7161448327765902	2.083629214781606	0.0023931972561695
E71_292	0.0055078995455673	0.0544591891310039	2.408887098413452	2.0103379891807	2.139141557249112	0.0318503825148665	2.288622601284396	1.6843338712699985	0.0466804205145843	1.9187890682409288	1.555191959180546	1.8653899464241688	1.5673496667219198	2.490706295601476	0.0106659314576552
E72_189	0.1233245955826177	0.0165334571867443	2.0142017194948694	1.7715788831253263	0.019196201608831	0.0025264704846032	1.7763470081592156	2.1706257760769074	0.0001830967039784	0.0990265562428265	0.0013378724521838	1.7974249719138926	1.7307876744359043	2.2701489614675734	0.0167876280785255
E73_262	0.0081814106643411	0.0290330161832597	1.9222197841313848	1.7088676172964734	1.8897717775254408	0.0266937191449336	2.2245025639882394	2.0543177562802954	0.045222830541376	2.4606649007150976	2.112562301238852	1.2394267529074707	2.3882990052276707	1.6793334890904952	0.0017436752487704
E74_188	1.8180456835925043	2.2731327496656	2.5524791301690444	0.0409645663747922	2.473492399296414	0.0116630312305938	0.006554617335673	2.085384010065161	2.783968051703016	2.180106103168279	1.693257767218436	2.131819929242811	1.8750067626903528	2.20223435732849	0.6791754461656504
E75_249	0.0473384878868638	0.0167028244388343	1.638239676994659	2.0478466328235814	0.0067561490142201	0.0009734415486801	1.298180579112847	2.114863002104184	0.1670081681674001	0.6228748081400044	0.0112891585906537	2.0722053090644907	1.881800198554288	2.185564744394167	0.0276741857263527
E76_224	1.7458529468786477	0.0377363765421219	2.164341666626978	0.0186828520585081	2.06574990604695	0.0397511317319654	0.000854660821924	2.63418595933468	0.0046749277129841	2.353661807408502	1.8396146234894764	1.7751698491689865	1.6769039050046264	1.5567583979701058	0.0192332744452664
E77_117	1.743750884683554	0.1682631641525994	1.5975037713070928	0.005625451540045	0.1662391989180555	0.0407444866468924	0.0746761860905125	0.4936556266642344	0.0098384727784892	0.2025779453503246	0.0049210251486149	0.8155843453969137	2.285689530849471	1.1307308826312068	0.0045638517237075
E78_527	0.0231884316470466	1.486012173254282	1.761063111181541	0.0035387564346245	0.0392007423628854	0.0014836777979015	0.0036655160953476	0.0663659677175563	0.0003688274468257	0.0009415572429397	0.0263075952666718	0.0618172083707507	2.201154011411828	0.0252798628832956	0.0219065930763354
E79_490	0.0048071859547807	0.0034007435951345	2.099271213393521	1.5656859091843247	2.349040419146124	0.0098906710603568	2.5440428459649724	2.04377618314702	0.0019110592517403	1.6859733268279709	2.457192481508744	2.29969165799565	1.4461153163330738	1.948322113612	8.460901732894321e-05
E80_288	1.6965707128835723	0.0060462946204663	2.0536374755911964	0.0350618456978692	1.975109311173312	0.0232837562954885	0.0101711653543452	2.3829454657166966	0.0314107365586975	2.342534347583888	1.995008800466136	2.0546402255445804	2.016287500555982	2.102210845137209	0.0124762266379594
E81_624	2.2670852645094555	0.1584479563634283	2.391870646420138	0.0083688619740585	1.953860518296136	0.0005658360449751	0.0238150957378859	1.4647349554094606	0.012493833590059	2.514951256243656	1.9842755499728069	1.962634317329476	1.864868112084253	2.0802813530852324	0.0185756128489653
E82_460	0.0023784305927737	0.0488604315660263	2.2565173629002606	0.0260275086747708	0.0211714827220967	0.1629308907986594	0.0391279014575288	0.0013618038860723	0.0377078602645608	0.0214320955400074	0.0032673367480043	3.628577168226805e-05	1.5069353001797543	0.0437531945224769	0.0223720229083558
E83_19	0.8848165564485194	0.4078895275934465	0.9945522963691154	0.5968083468535151	1.4863730512018136	1.2863489405340274	0.6317127415823647	1.5422105885264092	0.3884793515290391	1.8399315880632523	0.4413909992315848	1.4931926616168578	1.0617144070483258	0.7226901335484252	0.3363421190049492
E84_247	1.9714862497678816	0.0019399195920465	2.4010523142452445	0.2147206437459428	2.498749310698652	0.0855087249843194	0.00173365377727	2.236271861857577	0.077342141177879	2.5578250148791084	2.116667382343408	1.747655012192629	1.912021278428622	2.291043257304387	0.0012767801411939
E85_3	0.7459204129163434	0.9543181476651402	0.7849447813021719	0.8668146812597487	0.929372219494253	1.0617107301373077	0.8762123828117401	1.0202754313341986	0.8756259910306834	1.1780804703095564	1.104560125095929	0.9759861810929692	1.2813636475414911	0.959287704007562	0.9143775179800936
E86_131	0.0311355857186808	0.1017210137581228	1.6153080224903364	1.938004752597898	0.935873482040182	0.0148102680450076	2.604112576393683	1.8246667146014104	0.0017309274436961	2.2222394618675585	1.1714987580054108	1.903432324522555	2.3785314348393527	1.834861897835296	0.0007069930254625
E87_590	2.138158790930357	0.0045602580132735	2.047575414502665	0.0161695338739688	2.0040277931264754	0.0079275492678737	0.0169411302322677	2.169961361237072	0.0078954727580837	2.378853456779667	1.630779280776867	1.902328098987274	1.8238418500447464	2.366133540041162	0.0066418812401793
E88_402	1.680422417820622	0.0531241342199394	2.087651074426897	0.0162499930484911	1.7832435993608406	0.0087314764871811	0.0166178014384865	1.8330746056393208	0.008350654705231	2.122843308367505	2.1689115765576124	1.6341447773342224	2.260070417597836	1.8740487787185784	0.0749719503527459
E89_410	1.6431386013210545	0.0223895508195005	2.2264923636355785	0.0031489694485367	2.0914786417561286	0.0095382545164971	0.0013821077144275	1.6572309648578702	0.0243590393980339	1.6762774017782958	1.718890633245227	1.7107981494062774	1.4256652978606037	2.298096898295641	0.029384432402318
E90_120	0.3658478399758926	0.071867184894783	1.7870570924077525	1.5131067177250566	1.9093669945124183	0.0002721253337279	0.7325105905166095	1.6526171955659894	0.0137689882161172	2.2269084662777745	1.823644043290626	2.206087413144019	1.3790511392574274	1.31989145187373	0.2782245473969198
E91_153	1.4730695397736395	0.0145390736988292	2.2677481777104207	0.0390877003587648	0.0551030393047529	0.008621968718523	0.0295937439417065	1.9041944236304744	0.0005109132911794	0.0202562250671723	0.0238487774388706	0.4394403109221166	2.999748033445815	2.2769981557343475	0.0095388596428782
E92_686	1.850643392909336	0.0379119790638025	1.7230134926387008	0.0084353060335348	2.1236067440572204	0.0270487152375276	0.0004036948118187	2.32585143895822	0.0229199754388679	1.754772443147123	1.7484361873632186	0.9842088551684016	1.7399155067089238	2.1701796590145666	0.0025111516222172
E93_734	0.0002981443949313	0.1135904827457453	1.6581180872740129	1.7223929518170935	2.4106082295888176	0.0098457869252471	1.9592348408362743	2.5756117459152783	0.0212500308316158	2.2142353917505018	1.8593929009588537	2.167461432853385	2.0572790788143376	1.9230511871642293	0.1542259125487219
E94_439	2.346556097113779	0.0001268489868463	1.447734218657757	0.001613395053375	2.096451886755727	0.0044215463157263	0.0265477154218563	1.973195139306096	0.0083937243853946	2.3902098773474814	2.0126748643548487	2.450839088210265	1.862186768583648	2.5510523943762538	0.0124606948963648
E95_763	2.266784368942531	2.270246860236308	1.5171795980966527	0.0017486952695723	0.0191960166124692	0.0183767356738638	0.0506596897799157	0.0030886832932632	0.1792276203109791	0.0070405019638623	0.0103331540267587	0.0090113491137288	1.817439639808096	0.0337424555139074	0.0537750781462809
E96_104	1.1243131610623536	0.308687614414405	1.9321487849976395	1.055347047664664	2.182527091650069	1.7526354137506082	2.495243640228788	1.935906658491941	0.3024215857467737	2.03446650049858	1.2635504980388457	1.6185771341915904	1.8196681728720143	1.8944533706758373	0.6114189348737507
E97_761	0.0368924250530278	0.0043416820237032	1.6718222680397927	1.6146581835756857	2.403892623159124	0.012885511465417	1.838522696454116	2.1842095796317755	0.0055516804005868	2.086730219401124	2.030774182139274	1.5193255783864217	1.801940023875077	1.816375309403128	0.0023601420771426
E98_488	2.0835154545059087	3.0979670479877703	1.9646264602789667	0.0001789900393426	0.0804583654890359	0.0585300829664449	0.0230823267631973	0.0196075678389966	0.0017467400473161	0.0114507165962248	0.0045776763933161	0.1314066125123411	1.7367653842634687	0.0104679976242236	0.0081791833996217
E99_645	0.0029851256692527	0.0145273604515106	2.2921463342257065	1.832594603218619	1.8954410602930984	0.0270758636340498	1.6490177479855097	1.3802843374655067	0.0009422671332701	2.4639762133441603	2.3351987052701086	2.1723430110510784	1.979490377257424	1.7995398290191047	0.0134405489519495
E100_139	1.707831840955352	0.1693744839075317	2.594737585949985	0.071608998438028	2.0139000029770533	0.0124114771422249	0.0049397129668233	1.7965180814011028	0.1769633507588887	1.9758583707885624	2.07834372115922	1.6332137306998982	2.0720834137545734	1.6120789019168489	0.0261336584235322
