	PTEN	TSC1_2	S6K1	PIP3	RAS_GTP	Erk1_2	AKT_T308	AKT	RAF	PI3K	EGFR	mTORC2	mTORC1	AKT_S473	MEK
E0_512	0.0047087010247406	1.722729013820462	1.6998687359809632	0.0035065869170157	0.0112035509806238	0.0102478773926103	0.0051860693886562	0.0935943090548516	0.0117500605222288	0.0063494278654069	0.0169073526260805	0.0184917473741349	1.4673587576883709	0.0078006689791088	0.0320667590049996
E1_362	0.046934252081497	1.9750297580668232	1.8473383265356105	0.0037427158696803	0.0502884428556485	0.0083430820196274	0.0056483422854282	0.0303152485701167	0.0005787715528605	0.0005921173586047	0.0102870462137372	0.0241724465842799	1.7041628756927607	0.0045831704666479	0.0001007288764581
E2_122	0.0529783545179702	0.2629378587301714	0.9049192897197076	1.785698897746502	1.5263468310491972	0.033510621379782	0.8028329664599906	1.4855758754623216	0.1654718914053077	1.7908004671064115	0.0015547121443979	2.2245050967142808	1.5202477137426795	2.054470663445872	0.0096613453895101
E3_719	1.7428880111674303	0.0553704962231572	1.6907749781995167	0.0093739329857002	1.5192705459040143	0.0056933458803769	0.0087937555573007	2.1835419837914936	0.0195685409071371	2.373214402338054	2.5101796744394136	1.729532102032797	3.2764150438940787	2.051934614729168	0.0047934283425672
E4_289	1.6238606038010688	0.0441892538952142	1.600789825959818	0.0262730734585492	1.4314991626616391	0.0010497073620914	0.0001250838302709	1.666358526492065	0.0067020089646746	1.59894486745219	2.5556660064125034	1.985080352173687	1.8359582442985016	1.4974254013296746	0.0366450080819187
E5_311	0.0005224695265707	0.0079067142089557	1.5683659626627873	0.0001371495787983	0.0296284108953623	0.0336714203299451	0.0253700644930563	0.6524087035772029	0.0028276755415309	0.0123421746625264	0.0005071770484311	0.0049651419131667	1.9438804627378248	0.0205193375675203	0.0253556260370253
E6_609	0.0981602772035258	2.48554583161879	2.231622861129436	0.0286429778102829	0.0408745747246784	0.0021567340850121	0.0306281225194429	0.0072608475308733	0.0229990342615456	0.0356890058898326	0.0222055811435307	0.0058509824963065	1.6422947069267078	0.0024947294750064	0.0010285750179868
E7_739	0.01086000143748	1.4327847694521494	1.8314024568128056	0.0135255918531737	0.127629416468297	0.0845950915233646	0.0446936192954096	0.0360072057508572	0.0667230102876141	0.0041899907513781	0.0334232424582228	0.0076155902333739	2.1199512109310943	0.0088475643557147	0.006964378408571
E8_562	0.0129286915183853	2.004646577114018	1.6645688906829197	0.1036319155621147	0.0017823129684646	0.062142011891369	0.0162824196244538	0.0034838782948811	0.0019573586454531	0.0074351313266326	0.0506677315959243	0.0044563832066496	1.4592797294979638	0.0039334735883034	0.0251723150302033
E9_523	0.0002572001230365	2.4101775735763384	2.2985195989410347	0.0077559757369482	0.0474408929966721	0.0044152738792823	0.0016599872490697	0.0947501891689788	0.0632974195089013	0.0005344423017036	0.0035054570519203	0.004688015567962	2.184288236201834	0.0014942769870101	0.0041693075958331
E10_550	0.077994599612125	0.0206136058547792	2.587267555161477	0.0298604296931525	0.0125751712796995	0.0146790728744696	0.0158827888155954	0.0034550602747135	0.0237926599561499	0.0355791262425589	0.0005108818510215	0.0194843283499587	2.9020432911938783	0.0060289228808239	0.0008024509551448
E11_733	1.7878165787638431	0.8368398204877657	2.239697571763843	0.0073978786529458	0.0064166397007326	0.0028705167834771	0.0071257889173204	0.0031258511388218	0.0130814186420659	0.0431053824932504	0.0208691075912908	0.0032079150551265	2.0754863053291284	0.037362147593721	0.0410378558479291
E12_143	0.0209256195577422	0.0889123416647019	1.408931766774223	1.9338722276972176	1.2832794291899587	0.0218554535421117	2.056213796078332	1.644366343823779	0.2568522546407641	2.357815402422049	1.3310222320982972	2.0067739387567327	1.9999399324339489	2.1104690056475666	0.0194675376121604
E13_61	1.693189628726751	0.1223274622092784	2.211058150735236	0.1264047425296095	1.504798099373034	1.548721507890361	0.002894603063577	0.4507073798919989	0.2074195870251532	1.945713958395842	1.9147126170232112	1.9573568576116829	2.5472008235164907	0.937184785149681	1.1646594610749663
E14_781	0.0063628809860782	0.0135387529724348	1.8467452174083163	2.2635370960477856	1.4928541010218586	0.0017506169659067	1.7068991181195303	1.887049579259161	0.0052378766081984	1.423600669938239	2.1288901286747945	1.3145004178483817	1.940239214368385	2.918672653984088	0.0125031509103352
E15_451	1.800619519461525	0.0004428169611358	1.6295594160662734	0.0194419396885289	1.8534704691218065	0.0067511454974393	0.0083760618599893	2.390048080866496	0.0426351780822176	1.759325062843293	2.1862121840441544	2.3618978537532507	1.832858170034196	2.4704040848942093	0.0109203730146083
E16_526	2.468127487653712	2.244194418186505	2.210185668485386	0.0248278066313833	0.0153540779008162	0.0161113622284965	0.0372989854496495	0.0073680525265715	0.0239865231164924	0.0041617817822394	0.0763386637631246	0.0743230702641024	2.099421222155877	0.0012761363162792	0.0282335279095462
E17_483	0.0076619784027149	0.0148157371133085	1.5393511784036786	2.2352568771090944	1.8865231469162087	0.0017737311128398	2.418239895280341	1.9747507088740217	0.0926836363124542	2.039715866808677	2.0539604524237376	1.299791297756713	1.598666120489853	1.84912117743282	0.0091719655981876
E18_322	0.0113778707256283	0.0155772410716239	2.245520450229778	2.005713575833316	0.0171968523343898	0.0231289452779918	1.9198880020961169	2.291424288549021	0.0497296569246668	1.144040980477049	0.0019131139037913	1.729819599857367	1.8597256707713543	2.253060096570456	0.0007037446204443
E19_373	0.0339814543815515	0.0574717042402147	2.2356807622552424	1.7517290851974188	2.6840297291838606	0.0149662739210283	2.143156681122571	2.0892005347592133	0.0018984842863119	1.758156888200584	1.4762107193240437	2.230001086002678	2.3144162879608063	1.577559609821501	0.0007867154433873
E20_303	2.413720353109457	0.0031586410316433	1.9676087529332889	0.0021897132850914	0.0213006703762039	0.0097006839884825	0.0124233245986324	1.4741970117725318	0.0491367527031256	0.0260214981905464	0.0040966425656834	0.1780898622693934	2.556854834812873	1.524289921097279	0.0041061100073684
E21_182	0.0087390991892423	1.8002262346761075	1.958970466255518	0.0330946819530885	0.0034165468310632	0.0015771715373572	0.023579240080066	0.0074041259325245	0.0002458831642658	0.0094490014912704	0.0091946971836673	0.0339800997870273	1.736429795042315	0.0007388033780545	0.0131257336298103
E22_387	1.8379458549821388	0.3137977511840862	2.0735436380584	0.0025682598691537	0.0092922647671841	0.0002667243151624	0.0130945015003079	0.12852787531918	0.0004284225533437	0.0201495361478174	0.0076763671564874	0.0517301551185399	2.273922000240693	0.06531836065864	0.0170295359636984
E23_134	1.869911717659514	0.1083838826662194	1.7597150633606304	0.0604920554613604	0.1855466778687908	0.1056437764169934	0.0069526636829256	1.8929128995305209	0.0132419722823933	0.3067769303671492	0.004391592251197	0.3817585803117536	1.6537310086280312	1.7715607247543377	0.0120730552505188
E24_534	2.076873975995082	0.0012432173572808	1.7831765347590407	0.0388918797858751	2.176421615303239	0.0675995967660733	0.0059511612758519	1.8606175367758344	0.0097353363430653	1.903454742570893	2.406046676526481	2.4777948439726702	2.2798742624779447	1.709213900780483	0.0014624339206306
E25_503	0.0034572390246908	1.7288564745439023	1.818679803117648	0.0043182067341867	0.0161918663587527	0.0179656661798385	0.0398113500001337	0.0058807241472272	0.0022502376487014	0.0157689892167523	0.0227268209603919	0.0197464321410123	1.7938092972151496	0.0169450875583359	0.0219746919695593
E26_72	0.91133966028763	0.0045936271967379	1.924793338556855	0.5526846236327662	1.2031859178989897	0.8588140040785829	1.1947607720879418	1.6811145474387024	0.0856094095598602	1.6134469823302988	0.895095674314532	2.2744535644610777	2.1626192215971622	1.7416480647608554	0.0082638029226569
E27_523	2.118404860042518	0.001592393857424	2.112395946007275	0.0022263039585454	1.6796154458650172	0.0069784711947562	0.037584383525852	2.000767526898617	0.0015918326150262	2.1511176428522614	1.8201477244565367	2.1442357432724743	1.883134409004274	1.501563173289456	0.0028242122707139
E28_138	0.0129143969757635	0.4129778464735701	1.97249013498626	2.011916165333432	0.7795356191835724	6.540819787977377e-05	1.0332157765105232	0.0284726286404628	0.2649312370877341	1.940313362825912	0.3571631836093593	2.5418851728972665	2.16974991687097	1.0703898275612966	0.0077428407906866
E29_111	0.0147023105439665	0.0060978603002102	1.9399670953682573	1.0823710872549013	0.0420080306802353	1.7624336602459976	1.5024775211982366	1.9024810606309508	0.0182431594653969	0.9962747024427115	0.0287326781378411	0.7958780855637164	1.6409631182111737	0.4476643948212643	0.0131508735345543
E30_798	1.6774022378706714	2.186919811938404	1.859534908603767	0.0196996199472495	0.0136582019289854	0.0053161669179523	0.0005109854616261	0.2351838847758555	0.0133568731200914	0.066593436326401	0.0384953128666157	0.0098385360212168	1.885526856437596	0.0087342104022729	0.0151629783248015
E31_356	0.0217795097010385	0.022807154717691	2.568617128024467	2.293622611574655	1.7451150910128927	0.0429569438310029	2.3769024123473903	2.386973169463558	7.373810507487269e-06	2.1440718858571666	2.287757506628734	1.6107895671621564	2.1640882275706126	1.7823354664144464	0.0188280493107258
E32_118	0.0817802870231252	0.0053606313131365	1.7158940957194575	1.9171380941002305	1.614607141841079	0.045912120173219	1.9263568764475525	2.246894489884786	0.0199263883782714	1.9929928221905373	1.9305874193719952	1.4395855286011072	1.3364923899324608	2.374972287584572	0.003434822951717
E33_632	1.3229580564380294	0.1242201450944575	1.5432724127346007	0.0066015707818022	2.02757616360456	0.001779969972236	0.0008818644605082	1.814264354399561	0.0240032465792339	2.1005140660995942	1.802760464650726	1.7697070803491752	2.137814439597622	1.6262132130984506	0.0002433472522154
E34_385	0.0099250946695405	0.7713814370259823	1.976871663415671	0.0322927228752317	0.0122547605202945	0.0011045736846462	0.0032524565218215	0.1041377217429565	0.0022957085966012	0.0150263361227435	0.0525323529909042	0.0114508843224505	2.12131680836198	0.0855533531250016	0.0440814415821784
E35_787	1.4109475089779488	0.0254748698032929	2.2988713621538337	0.0054955911184155	2.1570833512437853	0.003882535798671	0.0228934782308524	1.432600061655796	0.1387021713377705	2.1476541145029304	2.4475317984616884	2.3064197720528545	2.43985576415703	2.848919117788673	0.0052308489476136
E36_159	1.5340396846062068	1.5402376191363158	2.020511430117754	0.006210830048214	1.740760705879384	0.0525384825603629	0.0703114067492016	1.0054249499596977	1.5656199365404897	1.5719581153233635	1.608190643401812	2.079208296028268	2.0865859317375586	1.4687114264418857	0.0064668809468456
E37_554	1.5905654467124597	0.0356711745358132	1.4281511830001676	0.0299967687356668	0.1604302411217714	9.25480803332423e-05	0.0229346099504625	1.6897613617251233	0.0032431508709316	0.030303901676444	0.0882043351989075	0.9837603231169096	2.351390277841398	2.4201755617875897	0.0012792583682255
E38_627	0.0116637823585007	0.0059086415549919	2.2873003242920205	1.8660954435505053	1.7681087973467864	0.0128632898850163	2.0062611888130406	1.971718542052466	0.0080934494312726	1.7356229790118007	1.8684046123166496	1.8544211601558784	2.320753410878393	1.7660863468406611	0.0006325220616621
E39_11	0.7998401273137946	0.4802638318988295	0.8987700912607599	0.7123166194558975	1.1428063129955297	0.9806163694516914	0.8051224528884172	1.2605381576279435	0.3986456113830974	1.4412870155678006	0.7091059537146168	1.2751336133857198	1.1872664208076638	1.303269808443232	0.506285049244028
E40_304	1.510428684122462	0.0276969046868189	1.704874779117126	0.0187251628050739	2.10488455597272	0.0071556385553268	0.0076519406956096	2.102029807527898	0.0555056509197521	1.7773179726628812	2.7365319361831166	1.931494960568256	2.102014858412032	1.6698282873292245	0.0125623970275856
